root_norm	stem	form_tag	frame_signature	instance_count	sample_refs	object_status_profile	prep_profile	object_root_profile	prep_object_root_profile	surah_count
ط م ع	طمع	IV	obj=none_absolute|prep=-|clause=no|cognate=no	1	7:46:23	none_absolute:1				1
ط م ع	طمع	IV	obj=none_intransitive|prep=-|clause=no|cognate=no	1	33:32:17	none_intransitive:1				1
ط ه ر	تطهر	IV	obj=none_intransitive|prep=-|clause=no|cognate=no	3	7:82:14;9:108:21;27:56:16	none_intransitive:3				3
ط ه ر	تطهر	PV	obj=none_intransitive|prep=-|clause=no|cognate=no	1	2:222:20	none_intransitive:1				1
ط ه ر	طهر	CV	obj=explicit|prep=-|clause=no|cognate=no	1	74:4:4	explicit:1		ث و ب:1		1
ط ه ر	طهر	CV	obj=explicit|prep=لـ|clause=no|cognate=no	2	2:125:23;22:26:14	explicit:2	لـ:2	ب ي ت:2	ط و ف:2	2
ط ه ر	طهر	CV	obj=none_intransitive|prep=-|clause=no|cognate=no	1	5:6:29	none_intransitive:1				1
ط ه ر	طهر	IV	obj=clitic|prep=-|clause=no|cognate=no	3	5:6:73;9:103:5;33:33:32	clitic:3				3
ط ه ر	طهر	IV	obj=clitic|prep=بـ|clause=no|cognate=no	1	8:11:13	clitic:1	بـ:1			1
ط ه ر	طهر	IV	obj=explicit|prep=-|clause=no|cognate=no	1	5:41:67	explicit:1		ق ل ب:1		1
ط ه ر	طهر	IV	obj=none_intransitive|prep=-|clause=no|cognate=no	1	2:222:17	none_intransitive:1				1
ط ه ر	طهر	PV	obj=clitic|prep=-|clause=no|cognate=no	1	3:42:11	clitic:1				1
ط و ع	أطاع	PV	obj=clitic|prep=-|clause=no|cognate=no	2	3:168:8;43:54:5	clitic:2				2
ط و ع	أطاع	PV	obj=explicit|prep=-|clause=no|cognate=no	1	4:80:6	explicit:1		أ ل ه:1		1
ط و ع	أطع	PV	obj=clitic|prep=-|clause=no|cognate=no	2	4:34:42;6:121:25	clitic:2				2
ط و ع	أطع	PV	obj=explicit|prep=-|clause=no|cognate=no	4	23:34:4;33:66:9;33:66:12;33:67:5	explicit:4		ب ش ر:1;أ ل ه:1;ر س ل:1;س و د:1;ك ب ر:1		2
ط و ع	أطع	PV	obj=none_absolute|prep=-|clause=no|cognate=no	5	2:285:31;4:46:32;5:7:15;24:47:10;24:51:18	none_absolute:5				4
ط و ع	أطيع	CV	obj=clitic|prep=-|clause=no|cognate=no	11	3:50:26;26:108:5;26:110:5;26:126:5;26:131:5;26:144:5;26:150:5;26:163:5;26:179:5;43:63:24	clitic:11				4
ط و ع	أطيع	CV	obj=explicit|prep=-|clause=no|cognate=no	18	3:32:2;3:132:2;4:59:5;4:59:8;5:92:2;5:92:5;8:1:18;8:20:5;8:46:2;20:90:22	explicit:18		أ ل ه:11;ر س ل:10;أ و ل:1;أ م ر:1		9
ط و ع	أطيع	CV	obj=none_absolute|prep=-|clause=no|cognate=no	1	64:16:9	none_absolute:1				1
ط و ع	استطاع	PV	obj=explicit|prep=-|clause=no|cognate=no	2	3:97:19;36:67:10	explicit:2		س ب ل:1;م ض ي:1		2
ط و ع	استطاع	PV	obj=explicit|prep=لـ|clause=no|cognate=no	1	18:97:8	explicit:1	لـ:1	ن ق ب:1		1
ط و ع	استطاع	PV	obj=none_absolute|prep=-|clause=no|cognate=no	1	2:217:43	none_absolute:1				1
ط و ع	استطاع	PV	obj=none_absolute|prep=مِن|clause=no|cognate=no	1	51:45:3	none_absolute:1	مِن:1		ق و م:1	1
ط و ع	استطع	PV	obj=clausal|prep=-|clause=yes|cognate=no	2	6:35:9;55:33:7	clausal:2				2
ط و ع	استطع	PV	obj=explicit|prep=-|clause=no|cognate=no	2	8:60:6;10:38:13	explicit:2		م ن ن:1		2
ط و ع	استطع	PV	obj=explicit|prep=مِن|clause=no|cognate=no	1	17:64:4	explicit:1	مِن:1	م ن ن:1		1
ط و ع	استطع	PV	obj=none_absolute|prep=-|clause=no|cognate=no	4	9:42:20;11:13:15;11:88:30;64:16:5	none_absolute:4				3
ط و ع	اسطاع	PV	obj=clausal|prep=-|clause=yes|cognate=no	1	18:97:3	clausal:1				1
ط و ع	تطوع	PV	obj=explicit|prep=-|clause=no|cognate=no	2	2:158:24;2:184:25	explicit:2		خ ي ر:2		1
ط و ع	ستطع	IV	obj=both|prep=مِن|clause=yes|cognate=no	1	4:25:4	both:1	مِن:1	ط و ل:1		1
ط و ع	ستطع	IV	obj=explicit|prep=عَلَى|clause=no|cognate=no	1	18:78:12	explicit:1	عَلَى:1	ص ب ر:1		1
ط و ع	ستطع	IV	obj=none_absolute|prep=-|clause=no|cognate=no	1	58:4:16	none_absolute:1				1
ط و ع	ستطيع	IV	obj=clausal|prep=-|clause=yes|cognate=no	3	2:282:61;4:129:3;5:112:9	clausal:3				3
ط و ع	ستطيع	IV	obj=explicit|prep=-|clause=no|cognate=no	16	2:273:9;4:98:10;7:192:3;7:197:7;11:20:23;17:48:10;18:67:4;18:72:6;18:75:7;18:101:11	explicit:16		ن ص ر:4;ص ب ر:3;س م ع:2;س ب ل:2;ض ر ب:1;ح و ل:1;ر د د:1;ص ر ف:1;و ص ي:1		9
ط و ع	ستطيع	IV	obj=explicit|prep=لـ|clause=no|cognate=no	1	18:41:7	explicit:1	لـ:1	ط ل ب:1		1
ط و ع	ستطيع	IV	obj=none_absolute|prep=-|clause=no|cognate=no	3	16:73:19;26:211:8;68:42:11	none_absolute:3				3
ط و ع	طاع	IV_PASS	obj=none_passive|prep=-|clause=no|cognate=no	1	40:18:19	none_passive:1				1
ط و ع	طاع	IV_PASS	obj=none_passive|prep=بـ|clause=no|cognate=no	1	4:64:8	none_passive:1	بـ:1		أ ذ ن:1	1
ط و ع	طع	CV	obj=explicit|prep=-|clause=no|cognate=no	1	33:33:18	explicit:1		أ ل ه:1;ر س ل:1		1
ط و ع	طع	IV	obj=clitic|prep=-|clause=no|cognate=no	3	29:8:20;31:15:15;96:19:3	clitic:3				3
ط و ع	طع	IV	obj=explicit|prep=-|clause=no|cognate=no	14	4:13:6;4:69:3;4:80:2;6:116:3;18:28:25;24:52:3;25:52:3;33:1:8;33:48:3;33:71:10	explicit:14		أ ل ه:5;ك ف ر:4;ر س ل:3;ن ف ق:2;ك ث ر:1;م ن ن:1;ك ذ ب:1;ك ل ل:1;أ ث م:1		9
ط و ع	طوع	PV	obj=explicit|prep=لـ|clause=no|cognate=no	1	5:30:2	explicit:1	لـ:1	ق ت ل:1		1
ط و ع	طيع	IV	obj=clitic|prep=-|clause=no|cognate=no	1	24:54:21	clitic:1				1
ط و ع	طيع	IV	obj=clitic|prep=فِي|clause=no|cognate=no	2	47:26:11;49:7:8	clitic:2	فِي:2		ب ع ض:1;ك ث ر:1	2
ط و ع	طيع	IV	obj=explicit|prep=-|clause=no|cognate=no	5	3:100:6;3:149:6;9:71:21;26:151:3;49:14:19	explicit:5		أ ل ه:2;ف ر ق:1;ل ل ذ:1;ر س ل:1;أ م ر:1		4
ط و ع	طيع	IV	obj=explicit|prep=فِي|clause=no|cognate=no	1	59:11:22	explicit:1	فِي:1	أ ح د:1		1
ط و ع	طيع	IV	obj=none_absolute|prep=-|clause=no|cognate=no	1	48:16:17	none_absolute:1				1
ط و ف	طاف	IV_PASS	obj=none_passive|prep=عَلَى;بـ;بـ|clause=no|cognate=no	1	43:71:1	none_passive:1	بـ:2;عَلَى:1		ص ح ف:1;ك و ب:1	1
ط و ف	طاف	IV_PASS	obj=none_passive|prep=عَلَى;بـ|clause=no|cognate=no	2	37:45:1;76:15:2	none_passive:2	عَلَى:2;بـ:2		ك أ س:1;أ ن ي:1	2
ط و ف	طاف	PV	obj=none_intransitive|prep=عَلَى|clause=no|cognate=no	1	68:19:2	none_intransitive:1	عَلَى:1			1
ط و ف	طوف	IV	obj=none_absolute|prep=بـ|clause=no|cognate=no	1	22:29:11	none_absolute:1	بـ:1		ب ي ت:1	1
ط و ف	طوف	IV	obj=none_intransitive|prep=-|clause=no|cognate=no	1	55:44:1	none_intransitive:1				1
ط و ف	طوف	IV	obj=none_intransitive|prep=بـ|clause=no|cognate=no	1	2:158:19	none_intransitive:1	بـ:1			1
ط و ف	طوف	IV	obj=none_intransitive|prep=عَلَى|clause=no|cognate=no	3	52:24:2;56:17:1;76:19:2	none_intransitive:3	عَلَى:3			3
ط و ق	طوق	IV_PASS	obj=explicit|prep=-|clause=no|cognate=no	1	3:180:21	explicit:1				1
ط و ق	طيق	IV	obj=clitic|prep=-|clause=no|cognate=no	1	2:184:19	clitic:1				1
ط و ل	تطاول	PV	obj=none_intransitive|prep=عَلَى|clause=no|cognate=no	1	28:45:6	none_intransitive:1	عَلَى:1			1
ط و ل	طال	PV	obj=none_intransitive|prep=عَلَى|clause=no|cognate=no	3	20:86:17;21:44:7;57:16:27	none_intransitive:3	عَلَى:3			3
ط و ي	طئ	IV	obj=clitic|prep=-|clause=no|cognate=no	2	33:27:11;48:25:25	clitic:2				2
ط و ي	طئ	IV	obj=explicit|prep=-|clause=no|cognate=no	1	9:120:40	explicit:1		و ط أ:1		1
ط و ي	طوي	IV	obj=explicit|prep=كـ|clause=no|cognate=no	1	21:104:2	explicit:1	كـ:1	س م و:1	ط و ي:1	1
ط ي ب	طاب	PV	obj=none_intransitive|prep=لـ;مِن|clause=no|cognate=no	1	4:3:11	none_intransitive:1	لـ:1;مِن:1		ن س و:1	1
ط ي ب	طب	PV	obj=none_intransitive|prep=-|clause=no|cognate=no	1	39:73:22	none_intransitive:1				1
ط ي ب	طب	PV	obj=none_intransitive|prep=لـ;عَن|clause=no|cognate=no	1	4:4:8	none_intransitive:1	لـ:1;عَن:1		ش ي ء:1	1
ط ي ر	اطير	PV	obj=none_intransitive|prep=بـ;بـ|clause=no|cognate=no	1	27:47:2	none_intransitive:1	بـ:2		م ن ن:1	1
ط ي ر	تطير	PV	obj=none_intransitive|prep=بـ|clause=no|cognate=no	1	36:18:3	none_intransitive:1	بـ:1		ك م م:1	1
ط ي ر	طير	IV	obj=none_intransitive|prep=بـ|clause=no|cognate=no	2	6:38:10;7:131:12	none_intransitive:2	بـ:2		ج ن ح:1	2
ظ ف ر	أظفر	PV	obj=clitic|prep=عَلَى|clause=no|cognate=no	1	48:24:16	clitic:1	عَلَى:1			1
ظ ل ل	ظل	IV	obj=none_copular|prep=-|clause=no|cognate=no	1	26:71:5	none_copular:1				1
ظ ل ل	ظل	PV	obj=none_copular|prep=-|clause=no|cognate=no	5	15:14:9;16:58:7;26:4:9;43:17:11;56:65:7	none_copular:5				5
ظ ل ل	ظل	PV	obj=none_copular|prep=عَلَى|clause=no|cognate=no	1	20:97:24	none_copular:1	عَلَى:1			1
ظ ل ل	ظل	PV	obj=none_copular|prep=مِن|clause=no|cognate=no	1	30:51:10	none_copular:1	مِن:1		ب ع د:1	1
ظ ل ل	ظلل	IV	obj=none_copular|prep=عَلَى|clause=no|cognate=no	1	42:33:6	none_copular:1	عَلَى:1		ظ ه ر:1	1
ظ ل ل	ظلل	PV	obj=explicit|prep=عَلَى|clause=no|cognate=no	2	2:57:2;7:160:31	explicit:2	عَلَى:2	غ م م:2		2
ظ ل م	أظلم	ADJ_COMP	obj=none_copular|prep=-|clause=no|cognate=no	1	6:157:24	none_copular:1				1
ظ ل م	أظلم	ADJ_COMP	obj=none_intransitive|prep=-|clause=no|cognate=no	13	2:114:3;2:140:24;6:21:3;6:93:3;6:144:29;7:37:3;11:18:3;18:15:15;18:57:3;29:68:3	none_intransitive:13				9
ظ ل م	أظلم	ADJ_COMP	obj=none_intransitive|prep=مِن|clause=no|cognate=no	1	10:17:3	none_intransitive:1	مِن:1		ف ر ي:1	1
ظ ل م	أظلم	PV	obj=none_intransitive|prep=عَلَى|clause=no|cognate=no	1	2:20:13	none_intransitive:1	عَلَى:1			1
ظ ل م	ظلم	IV	obj=clitic|prep=-|clause=no|cognate=no	3	9:70:30;29:40:32;30:9:36	clitic:3				3
ظ ل م	ظلم	IV	obj=explicit|prep=-|clause=no|cognate=no	15	2:57:23;3:117:27;4:40:4;4:110:6;7:160:52;7:177:11;9:70:35;10:44:4;10:44:11;16:33:25	explicit:15		ن ف س:11;أ ن س:2;ث ق ل:1;أ ح د:1		11
ظ ل م	ظلم	IV	obj=explicit|prep=فِي|clause=no|cognate=no	1	9:36:25	explicit:1	فِي:1	ن ف س:1		1
ظ ل م	ظلم	IV	obj=explicit|prep=مِن|clause=no|cognate=no	1	18:33:7	explicit:1	مِن:1	ش ي ء:1		1
ظ ل م	ظلم	IV	obj=none_absolute|prep=-|clause=no|cognate=no	2	2:279:21;7:162:21	none_absolute:2				2
ظ ل م	ظلم	IV	obj=none_absolute|prep=بـ|clause=no|cognate=no	1	7:9:15	none_absolute:1	بـ:1		أ ي ي:1	1
ظ ل م	ظلم	IV	obj=none_absolute|prep=مِن|clause=no|cognate=no	1	25:19:16	none_absolute:1	مِن:1			1
ظ ل م	ظلم	IV_PASS	obj=none_passive|prep=-|clause=no|cognate=no	21	2:272:35;2:279:24;2:281:17;3:25:19;3:161:26;4:49:14;4:77:56;4:124:19;6:160:22;8:60:40	none_passive:21				15
ظ ل م	ظلم	PV	obj=clitic|prep=-|clause=no|cognate=no	7	2:57:18;3:117:22;7:160:47;11:101:3;16:33:19;16:118:13;43:76:3	clitic:7				6
ظ ل م	ظلم	PV	obj=clitic|prep=بـ|clause=no|cognate=no	1	38:24:4	clitic:1	بـ:1		س أ ل:1	1
ظ ل م	ظلم	PV	obj=explicit|prep=-|clause=no|cognate=no	12	2:231:28;3:117:16;3:135:7;4:64:16;7:23:3;11:101:6;14:45:6;27:44:24;27:85:7;28:16:4	explicit:12		ن ف س:11		10
ظ ل م	ظلم	PV	obj=explicit|prep=بـ|clause=no|cognate=no	1	2:54:10	explicit:1	بـ:1	ن ف س:1	أ خ ذ:1	1
ظ ل م	ظلم	PV	obj=none_absolute|prep=-|clause=no|cognate=no	36	2:59:4;2:59:15;2:150:28;2:165:25;4:168:5;6:45:6;7:165:15;8:25:7;10:13:9;10:52:5	none_absolute:36				22
ظ ل م	ظلم	PV	obj=none_absolute|prep=بـ|clause=no|cognate=no	2	7:103:13;17:59:19	none_absolute:2	بـ:2			2
ظ ل م	ظلم	PV	obj=none_absolute|prep=مِن|clause=no|cognate=no	2	7:162:4;29:46:13	none_absolute:2	مِن:2			2
ظ ل م	ظلم	PV	obj=none_passive|prep=-|clause=no|cognate=no	1	4:148:11	none_passive:1				1
ظ ل م	ظلم	PV_PASS	obj=none_passive|prep=-|clause=no|cognate=no	3	16:41:9;22:39:7;26:227:16	none_passive:3				3
ظ م أ	ظمأ	IV	obj=none_intransitive|prep=فِي|clause=no|cognate=no	1	20:119:4	none_intransitive:1	فِي:1			1
ظ ن ن	ظن	IV	obj=both|prep=-|clause=no|cognate=no	5	11:27:31;17:101:21;17:102:17;18:36:3;41:50:17	both:5		س و ع:2;ق و م:2;ك ذ ب:1;س ح ر:1;ث ب ر:1		4
ظ ن ن	ظن	IV	obj=clausal|prep=-|clause=yes|cognate=no	7	2:46:2;2:249:58;17:52:7;18:35:11;22:15:3;75:25:1;83:4:2	clausal:7				6
ظ ن ن	ظن	IV	obj=clitic|prep=مِن|clause=no|cognate=no	2	7:66:15;26:186:9	clitic:2	مِن:2		ك ذ ب:2	2
ظ ن ن	ظن	IV	obj=none_absolute|prep=-|clause=no|cognate=no	3	2:78:13;45:24:27;45:32:19	none_absolute:3				2
ظ ن ن	ظن	IV	obj=none_absolute|prep=بـ|clause=no|cognate=no	2	3:154:17;33:10:18	none_absolute:2	بـ:2		أ ل ه:2	2
ظ ن ن	ظن	PV	obj=both|prep=-|clause=no|cognate=no	1	40:37:11	both:1		ك ذ ب:1		1
ظ ن ن	ظن	PV	obj=clausal|prep=-|clause=yes|cognate=no	17	7:171:9;9:118:19;10:22:33;10:24:28;12:42:5;12:110:6;18:53:6;21:87:8;28:39:12;38:24:31	clausal:17				13
ظ ن ن	ظن	PV	obj=clitic|prep=مِن|clause=no|cognate=no	1	28:38:32	clitic:1	مِن:1		ك ذ ب:1	1
ظ ن ن	ظن	PV	obj=explicit|prep=بـ|clause=no|cognate=no	1	24:12:4	explicit:1	بـ:1	خ ي ر:1	ن ف س:1	1
ظ ن ن	ظنن	PV	obj=clausal|prep=-|clause=yes|cognate=no	4	41:22:17;48:12:2;59:2:15;69:20:2	clausal:4				4
ظ ن ن	ظنن	PV	obj=explicit|prep=بـ|clause=no|cognate=no	1	41:23:5	explicit:1	بـ:1	ل ل ذ:1	ر ب ب:1	1
ظ ن ن	ظنن	PV	obj=none_absolute|prep=-|clause=no|cognate=no	2	48:12:18;72:7:6	none_absolute:2				2
ظ ه ر	أظهر	PV	obj=clitic|prep=عَلَى|clause=no|cognate=no	1	66:3:14	clitic:1	عَلَى:1			1
ظ ه ر	تظاهر	PV	obj=none_intransitive|prep=-|clause=no|cognate=no	1	28:48:25	none_intransitive:1				1
ظ ه ر	تظاهر	PV	obj=none_intransitive|prep=عَلَى|clause=no|cognate=no	1	66:4:11	none_intransitive:1	عَلَى:1			1
ظ ه ر	ظاهر	IV	obj=explicit|prep=عَلَى|clause=no|cognate=no	1	9:4:12	explicit:1	عَلَى:1	أ ح د:1		1
ظ ه ر	ظاهر	IV	obj=none_intransitive|prep=عَلَى;بـ|clause=no|cognate=no	1	2:85:12	none_intransitive:1	عَلَى:1;بـ:1		أ ث م:1	1
ظ ه ر	ظاهر	IV	obj=none_intransitive|prep=مِن;مِن|clause=no|cognate=no	1	58:2:2	none_intransitive:1	مِن:2		ن س و:1	1
ظ ه ر	ظاهر	IV	obj=none_intransitive|prep=مِن|clause=no|cognate=no	2	33:4:15;58:3:3	none_intransitive:2	مِن:2		ن س و:1	2
ظ ه ر	ظاهر	PV	obj=clitic|prep=-|clause=no|cognate=no	1	33:26:4	clitic:1				1
ظ ه ر	ظاهر	PV	obj=none_intransitive|prep=عَلَى|clause=no|cognate=no	1	60:9:14	none_intransitive:1	عَلَى:1		خ ر ج:1	1
ظ ه ر	ظهر	IV	obj=clitic|prep=-|clause=no|cognate=no	1	18:97:5	clitic:1				1
ظ ه ر	ظهر	IV	obj=clitic|prep=عَلَى|clause=no|cognate=no	3	9:33:11;48:28:11;61:9:11	clitic:3	عَلَى:3		د ي ن:3	3
ظ ه ر	ظهر	IV	obj=explicit|prep=عَلَى|clause=no|cognate=no	1	72:26:5	explicit:1	عَلَى:1	أ ح د:1	غ ي ب:1	1
ظ ه ر	ظهر	IV	obj=explicit|prep=فِي|clause=no|cognate=no	1	40:26:18	explicit:1	فِي:1	ف س د:1	أ ر ض:1	1
ظ ه ر	ظهر	IV	obj=none_intransitive|prep=-|clause=no|cognate=no	1	30:18:12	none_intransitive:1				1
ظ ه ر	ظهر	IV	obj=none_intransitive|prep=عَلَى|clause=no|cognate=no	4	9:8:4;18:20:3;24:31:67;43:33:23	none_intransitive:4	عَلَى:4		ع و ر:1	4
ظ ه ر	ظهر	PV	obj=none_intransitive|prep=-|clause=no|cognate=no	1	9:48:15	none_intransitive:1				1
ظ ه ر	ظهر	PV	obj=none_intransitive|prep=فِي;بـ|clause=no|cognate=no	1	30:41:1	none_intransitive:1	فِي:1;بـ:1		ب ر ر:1	1
ظ ه ر	ظهر	PV	obj=none_intransitive|prep=مِن|clause=no|cognate=no	3	6:151:31;7:33:7;24:31:17	none_intransitive:3	مِن:3			3
ع ب ء	عبأ	IV	obj=none_intransitive|prep=بـ|clause=no|cognate=no	1	25:77:3	none_intransitive:1	بـ:1		ك م م:1	1
ع ب ث	عبث	IV	obj=none_intransitive|prep=-|clause=no|cognate=no	1	26:128:6	none_intransitive:1				1
ع ب د	اعبد	CV	obj=explicit|prep=-|clause=no|cognate=no	1	39:15:2	explicit:1				1
ع ب د	عبد	CV	obj=both|prep=-|clause=no|cognate=no	1	29:56:11	both:1				1
ع ب د	عبد	CV	obj=clitic|prep=-|clause=no|cognate=no	12	3:51:7;6:102:12;10:3:29;11:123:14;19:36:8;19:65:9;20:14:9;21:25:17;21:92:10;29:17:26	clitic:12				10
ع ب د	عبد	CV	obj=explicit|prep=-|clause=no|cognate=no	22	2:21:4;4:36:2;5:72:18;5:117:10;7:59:11;7:65:9;7:73:9;7:85:9;11:50:9;11:61:9	explicit:22		أ ل ه:19;ر ب ب:3		13
ع ب د	عبد	CV	obj=none_absolute|prep=-|clause=no|cognate=no	1	53:62:6	none_absolute:1				1
ع ب د	عبد	IV	obj=both|prep=مِن|clause=no|cognate=no	1	22:71:2	both:1	مِن:1		د و ن:1	1
ع ب د	عبد	IV	obj=clitic|prep=-|clause=no|cognate=no	3	24:55:36;39:17:6;51:56:9	clitic:3				3
ع ب د	عبد	IV	obj=clitic|prep=-|clause=yes|cognate=no	1	39:3:13	clitic:1				1
ع ب د	عبد	IV	obj=explicit|prep=-|clause=no|cognate=no	55	1:5:2;2:83:8;2:133:17;2:172:17;3:64:13;6:56:5;7:70:4;9:31:18;10:28:23;10:104:13	explicit:55		أ ل ه:14;ل ل ذ:4;أ و ي:4;ص ن م:2;ش ط ن:2;ر ب ب:2;ج ن ن:1;غ ي ر:1		29
ع ب د	عبد	IV	obj=explicit|prep=عَلَى|clause=no|cognate=no	1	22:11:5	explicit:1	عَلَى:1	أ ل ه:1	ح ر ف:1	1
ع ب د	عبد	IV	obj=explicit|prep=مِن|clause=no|cognate=no	17	2:133:13;5:76:2;10:18:2;10:104:15;11:109:14;12:40:2;16:73:2;19:49:6;21:66:3;21:67:6	explicit:17	مِن:17	ل ل ذ:2;أ و ي:1;س م و:1;و ث ن:1	د و ن:15;ب ع د:1;ق ب ل:1	12
ع ب د	عبد	IV	obj=none_absolute|prep=-|clause=no|cognate=no	1	7:70:11	none_absolute:1				1
ع ب د	عبد	IV	obj=none_absolute|prep=كـ|clause=no|cognate=no	1	11:109:10	none_absolute:1	كـ:1			1
ع ب د	عبد	IV	obj=none_passive|prep=-|clause=no|cognate=no	1	43:45:14	none_passive:1				1
ع ب د	عبد	PV	obj=clitic|prep=-|clause=no|cognate=no	1	43:20:7	clitic:1				1
ع ب د	عبد	PV	obj=explicit|prep=-|clause=no|cognate=no	2	26:22:7;109:4:6	explicit:2		ب ن ي:1;أ و ي:1		2
ع ب د	عبد	PV	obj=explicit|prep=مِن;مِن|clause=no|cognate=no	1	16:35:9	explicit:1	مِن:2	ش ي ء:1	د و ن:1;ش ي ء:1	1
ع ب ر	اعتبر	CV	obj=none_intransitive|prep=-|clause=no|cognate=no	1	59:2:45	none_intransitive:1				1
ع ب ر	عبر	IV	obj=none_absolute|prep=لـ|clause=no|cognate=no	1	12:43:29	none_absolute:1	لـ:1		ر أ ي:1	1
ع ب س	عبس	PV	obj=none_intransitive|prep=-|clause=no|cognate=no	2	74:22:2;80:1:1	none_intransitive:2				2
ع ت ب	ستعتب	IV	obj=none_absolute|prep=-|clause=no|cognate=no	1	41:24:11	none_absolute:1				1
ع ت ب	ستعتب	IV_PASS	obj=none_passive|prep=-|clause=no|cognate=no	3	16:84:17;30:57:11;45:35:20	none_passive:3				3
ع ت د	أعتد	PV	obj=explicit|prep=لـ|clause=no|cognate=no	1	12:31:9	explicit:1	لـ:1	و ك أ:1		1
ع ت د	عتد	IV	obj=clitic|prep=-|clause=no|cognate=no	2	2:229:46;33:49:20	clitic:2				2
ع ت د	عتد	IV	obj=explicit|prep=لـ|clause=no|cognate=no	7	4:37:16;4:151:6;4:161:15;25:11:6;25:37:14;33:31:16;67:5:15	explicit:7	لـ:7	ع ذ ب:5;س ع ر:1;ر ز ق:1	ك ف ر:3;م ن ن:1;ظ ل م:1	4
ع ت د	عتد	IV	obj=none_absolute|prep=-|clause=no|cognate=no	1	2:61:78	none_absolute:1				1
ع ت د	عتد	IV	obj=none_intransitive|prep=-|clause=no|cognate=no	6	2:190:10;2:231:21;3:112:46;5:2:46;5:78:19;5:87:14	none_intransitive:6				3
ع ت ل	عتل	CV	obj=clitic|prep=إِلَى|clause=no|cognate=no	1	44:47:3	clitic:1	إِلَى:1		س و ي:1	1
ع ت و	عت	PV	obj=none_intransitive|prep=-|clause=no|cognate=no	1	25:21:20	none_intransitive:1				1
ع ت و	عت	PV	obj=none_intransitive|prep=عَن|clause=no|cognate=no	4	7:77:5;7:166:3;51:44:2;65:8:6	none_intransitive:4	عَن:4		أ م ر:3	3
ع ث ر	أعثر	PV	obj=none_absolute|prep=كـ;عَلَى|clause=no|cognate=no	1	18:21:4	none_absolute:1	كـ:1;عَلَى:1			1
ع ث ر	عثر	PV_PASS	obj=none_passive|prep=-|clause=yes|cognate=no	1	5:107:3	none_passive:1				1
ع ث و	عث	IV	obj=none_intransitive|prep=فِي|clause=no|cognate=no	5	2:60:32;7:74:27;11:85:17;26:183:8;29:36:18	none_intransitive:5	فِي:5		أ ر ض:5	5
ع ج ب	أعجب	PV	obj=clitic|prep=-|clause=no|cognate=no	5	2:221:16;2:221:32;5:100:9;9:25:12;33:52:17	clitic:5				4
ع ج ب	أعجب	PV	obj=explicit|prep=-|clause=no|cognate=no	1	57:20:22	explicit:1		ك ف ر:1		1
ع ج ب	عجب	IV	obj=clitic|prep=-|clause=no|cognate=no	3	9:55:3;9:85:3;63:4:4	clitic:3				2
ع ج ب	عجب	IV	obj=clitic|prep=فِي;فِي|clause=no|cognate=no	1	2:204:5	clitic:1	فِي:2		ح ي ي:2	1
ع ج ب	عجب	IV	obj=explicit|prep=-|clause=no|cognate=no	1	48:29:47	explicit:1		ز ر ع:1		1
ع ج ب	عجب	IV	obj=none_intransitive|prep=-|clause=no|cognate=no	1	13:5:3	none_intransitive:1				1
ع ج ب	عجب	IV	obj=none_intransitive|prep=مِن|clause=no|cognate=no	2	11:73:2;53:59:5	none_intransitive:2	مِن:2		أ م ر:1	2
ع ج ب	عجب	PV	obj=clausal|prep=-|clause=yes|cognate=no	4	7:63:2;7:69:2;38:4:2;50:2:2	clausal:4				3
ع ج ب	عجب	PV	obj=none_intransitive|prep=-|clause=no|cognate=no	1	37:12:2	none_intransitive:1				1
ع ج ز	عجز	IV	obj=clitic|prep=-|clause=no|cognate=no	1	72:12:12	clitic:1				1
ع ج ز	عجز	IV	obj=clitic|prep=مِن|clause=no|cognate=no	1	35:44:24	clitic:1	مِن:1		ش ي ء:1	1
ع ج ز	عجز	IV	obj=explicit|prep=فِي|clause=no|cognate=no	1	72:12:6	explicit:1	فِي:1	أ ل ه:1	أ ر ض:1	1
ع ج ز	عجز	IV	obj=none_absolute|prep=-|clause=no|cognate=no	1	8:59:9	none_absolute:1				1
ع ج ز	عجز	PV	obj=clausal|prep=-|clause=yes|cognate=no	1	5:31:16	clausal:1				1
ع ج ل	أعجل	PV	obj=clitic|prep=عَن|clause=no|cognate=no	1	20:83:3	clitic:1	عَن:1		ق و م:1	1
ع ج ل	استعجل	PV	obj=none_absolute|prep=بـ|clause=no|cognate=no	1	46:24:14	none_absolute:1	بـ:1			1
ع ج ل	ستعجل	IV	obj=clitic|prep=-|clause=no|cognate=no	3	16:1:6;21:37:9;51:59:12	clitic:3				3
ع ج ل	ستعجل	IV	obj=clitic|prep=بـ|clause=no|cognate=no	4	13:6:2;22:47:2;29:53:2;29:54:1	clitic:4	بـ:4		ع ذ ب:3;س و أ:1	3
ع ج ل	ستعجل	IV	obj=explicit|prep=بـ|clause=no|cognate=no	2	6:57:13;6:58:6	explicit:2	بـ:2			1
ع ج ل	ستعجل	IV	obj=explicit|prep=مِن|clause=no|cognate=no	1	10:50:10	explicit:1	مِن:1			1
ع ج ل	ستعجل	IV	obj=none_absolute|prep=-|clause=no|cognate=no	1	27:72:9	none_absolute:1				1
