root_norm	stem	form_tag	frame_signature	instance_count	sample_refs	object_status_profile	prep_profile	object_root_profile	prep_object_root_profile	surah_count
ث و ر	ثير	IV	obj=explicit|prep=-|clause=no|cognate=no	3	2:71:8;30:48:6;35:9:7	explicit:3		س ح ب:2;أ ر ض:1		3
ج أ ر	جأر	IV	obj=none_intransitive|prep=-|clause=no|cognate=no	2	23:64:9;23:65:2	none_intransitive:2				1
ج أ ر	جأر	IV	obj=none_intransitive|prep=إِلَى|clause=no|cognate=no	1	16:53:16	none_intransitive:1	إِلَى:1			1
ج ب ب	جب	IV	obj=explicit|prep=-|clause=no|cognate=no	2	14:44:16;46:32:4	explicit:2		د ع و:2		2
ج ب ي	اجتبا	PV	obj=clitic|prep=-|clause=no|cognate=no	4	16:121:4;20:122:2;22:78:8;68:50:2	clitic:4				4
ج ب ي	اجتبي	PV	obj=clitic|prep=-|clause=no|cognate=no	1	7:203:9	clitic:1				1
ج ب ي	اجتبي	PV	obj=clitic|prep=مِن|clause=no|cognate=no	1	6:87:9	clitic:1	مِن:1		أ ب و:1	1
ج ب ي	اجتبي	PV	obj=explicit|prep=-|clause=no|cognate=no	1	19:58:26	explicit:1				1
ج ب ي	جبى	IV_PASS	obj=none_passive|prep=إِلَى|clause=no|cognate=no	1	28:57:17	none_passive:1	إِلَى:1			1
ج ب ي	جتبي	IV	obj=clitic|prep=كـ|clause=no|cognate=no	1	12:6:4	clitic:1	كـ:1			1
ج ب ي	جتبي	IV	obj=explicit|prep=إِلَى|clause=no|cognate=no	1	42:13:36	explicit:1	إِلَى:1	م ن ن:1		1
ج ب ي	جتبي	IV	obj=explicit|prep=مِن|clause=no|cognate=no	1	3:179:27	explicit:1	مِن:1	م ن ن:1	ر س ل:1	1
ج ث ث	اجتث	PV	obj=none_passive|prep=مِن|clause=no|cognate=no	1	14:26:8	none_passive:1	مِن:1		ف و ق:1	1
ج ح د	جحد	IV	obj=none_absolute|prep=بـ|clause=no|cognate=no	7	6:33:18;7:51:25;16:71:28;31:32:22;40:63:9;41:15:32;46:26:33	none_absolute:7	بـ:7		أ ي ي:6;ن ع م:1	7
ج ح د	جحد	IV	obj=none_intransitive|prep=بـ|clause=no|cognate=no	3	29:47:21;29:49:12;41:28:17	none_intransitive:3	بـ:3		أ ي ي:3	2
ج ح د	جحد	PV	obj=none_absolute|prep=بـ|clause=no|cognate=no	2	11:59:4;27:14:2	none_absolute:2	بـ:2		أ ي ي:1	2
ج د د	جد	IV	obj=both|prep=-|clause=no|cognate=no	7	2:96:3;4:110:11;5:82:2;5:82:15;24:39:15;73:20:81;93:6:2	both:7		ح ر ص:1;أ ل ه:1;غ ف ر:1;ش د د:1;ه و د:1;ق ر ب:1;ل ل ذ:1;ش ي ء:1;خ ي ر:1;ي ت م:1		6
ج د د	جد	IV	obj=clitic|prep=-|clause=no|cognate=no	3	2:110:14;7:157:7;18:69:2	clitic:3				3
ج د د	جد	IV	obj=clitic|prep=مِن|clause=no|cognate=no	2	28:27:27;37:102:25	clitic:2	مِن:2		ص ل ح:1;ص ب ر:1	2
ج د د	جد	IV	obj=explicit|prep=-|clause=no|cognate=no	19	2:283:8;3:30:2;4:43:41;4:91:1;5:6:48;7:17:18;9:57:2;9:79:11;9:91:13;9:92:12	explicit:19		م و ه:2;و ل ي:2;ن ص ر:2;ك ت ب:1;أ خ ر:1;ك ث ر:1;ش ك ر:1;ل ج أ:1;ج ه د:1;ر و ح:1		12
ج د د	جد	IV	obj=explicit|prep=عَلَى|clause=no|cognate=no	1	20:10:18	explicit:1	عَلَى:1	ه د ي:1	ن و ر:1	1
ج د د	جد	IV	obj=explicit|prep=عَن|clause=no|cognate=no	1	4:121:6	explicit:1	عَن:1	ح ي ص:1		1
ج د د	جد	IV	obj=explicit|prep=فِي|clause=no|cognate=no	6	4:65:14;4:100:7;6:145:3;9:123:12;24:28:4;59:9:15	explicit:6	فِي:6	ح ر ج:1;ر غ م:1;ح ر م:1;غ ل ظ:1;أ ح د:1;ح ج ج:1	ن ف س:1;أ ر ض:1;ص د ر:1	5
ج د د	جد	IV	obj=explicit|prep=لـ;بـ|clause=no|cognate=no	1	17:86:13	explicit:1	لـ:1;بـ:1	و ك ل:1		1
ج د د	جد	IV	obj=explicit|prep=لـ;مِن|clause=no|cognate=no	5	4:123:16;4:173:27;17:97:13;33:17:20;71:25:9	explicit:5	لـ:5;مِن:5	و ل ي:4;ن ص ر:2	د و ن:5	4
ج د د	جد	IV	obj=explicit|prep=لـ|clause=no|cognate=no	15	4:52:11;4:88:25;4:143:17;4:145:10;17:68:15;17:69:20;17:75:11;17:77:10;18:17:37;20:115:13	explicit:15	لـ:15	ن ص ر:3;ب د ل:3;س ب ل:2;ح و ل:2;و ك ل:1;ت ب ع:1;و ل ي:1;ع ز م:1;ش ه ب:1	س ن ن:5	8
ج د د	جد	IV	obj=explicit|prep=مِن|clause=no|cognate=no	2	18:27:15;72:22:10	explicit:2	مِن:2	ل ح د:2	د و ن:2	2
ج د د	جد	IV	obj=none_absolute|prep=-|clause=no|cognate=no	5	2:196:60;4:92:62;5:89:33;58:4:4;58:12:22	none_absolute:5				4
ج د ل	جادل	CV	obj=clitic|prep=بـ|clause=no|cognate=no	1	16:125:11	clitic:1	بـ:1		أ ل ي:1	1
ج د ل	جادل	IV	obj=clitic|prep=-|clause=no|cognate=no	2	6:25:28;6:121:22	clitic:2				1
ج د ل	جادل	IV	obj=clitic|prep=فِي|clause=no|cognate=no	4	7:71:10;8:6:1;11:74:10;58:1:6	clitic:4	فِي:4		س م و:1;ح ق ق:1;ق و م:1;ز و ج:1	4
ج د ل	جادل	IV	obj=explicit|prep=بـ|clause=no|cognate=no	1	29:46:3	explicit:1	بـ:1	أ ه ل:1	أ ل ي:1	1
ج د ل	جادل	IV	obj=explicit|prep=عَن|clause=no|cognate=no	1	4:109:11	explicit:1	عَن:1	أ ل ه:1		1
ج د ل	جادل	IV	obj=none_absolute|prep=بـ|clause=no|cognate=no	1	18:56:10	none_absolute:1	بـ:1		ب ط ل:1	1
ج د ل	جادل	IV	obj=none_absolute|prep=فِي;بـ|clause=no|cognate=no	3	31:20:25;40:35:2;40:56:3	none_absolute:3	فِي:3;بـ:3		غ ي ر:3;أ ي ي:2;أ ل ه:1	2
ج د ل	جادل	IV	obj=none_absolute|prep=فِي|clause=no|cognate=no	3	13:13:20;40:4:2;40:69:5	none_absolute:3	فِي:3		أ ي ي:2;أ ل ه:1	2
ج د ل	جادل	IV	obj=none_intransitive|prep=عَن|clause=no|cognate=no	2	4:107:3;16:111:5	none_intransitive:2	عَن:2		ل ل ذ:1;ن ف س:1	2
ج د ل	جادل	IV	obj=none_intransitive|prep=فِي;بـ|clause=no|cognate=no	2	22:3:5;22:8:5	none_intransitive:2	فِي:2;بـ:2		أ ل ه:2;غ ي ر:2	1
ج د ل	جادل	IV	obj=none_intransitive|prep=فِي|clause=no|cognate=no	1	42:35:4	none_intransitive:1	فِي:1		أ ي ي:1	1
ج د ل	جادل	PV	obj=clitic|prep=-|clause=no|cognate=no	2	11:32:5;22:68:3	clitic:2				2
ج د ل	جادل	PV	obj=none_absolute|prep=بـ|clause=yes|cognate=no	1	40:5:18	none_absolute:1	بـ:1		ب ط ل:1	1
ج د ل	جادل	PV	obj=none_intransitive|prep=عَن;فِي|clause=no|cognate=no	1	4:109:4	none_intransitive:1	عَن:1;فِي:1		ح ي ي:1	1
ج ر ح	اجترح	PV	obj=explicit|prep=-|clause=no|cognate=no	1	45:21:4	explicit:1		س و أ:1		1
ج ر ح	جرح	PV	obj=explicit|prep=بـ|clause=no|cognate=no	1	6:60:10	explicit:1	بـ:1		ن ه ر:1	1
ج ر ر	جر	IV	obj=clitic|prep=إِلَى|clause=no|cognate=no	1	7:150:25	clitic:1	إِلَى:1			1
ج ر ر	جر	IV	obj=clitic|prep=مِن|clause=no|cognate=no	1	46:31:14	clitic:1	مِن:1		ع ذ ب:1	1
ج ر ع	تجرع	IV	obj=clitic|prep=-|clause=no|cognate=no	1	14:17:1	clitic:1				1
ج ر م	أجرم	PV	obj=explicit|prep=-|clause=no|cognate=no	1	34:25:5	explicit:1				1
ج ر م	أجرم	PV	obj=none_absolute|prep=-|clause=no|cognate=no	1	83:29:3	none_absolute:1				1
ج ر م	أجرم	PV	obj=none_intransitive|prep=-|clause=no|cognate=no	2	6:124:22;30:47:18	none_intransitive:2				2
ج ر م	جرم	IV	obj=both|prep=-|clause=yes|cognate=no	1	11:89:5	both:1				1
ج ر م	جرم	IV	obj=clitic|prep=-|clause=yes|cognate=no	1	5:2:37	clitic:1				1
ج ر م	جرم	IV	obj=clitic|prep=عَلَى|clause=yes|cognate=no	1	5:8:14	clitic:1	عَلَى:1			1
ج ر م	جرم	IV	obj=explicit|prep=-|clause=no|cognate=no	1	11:35:14	explicit:1				1
ج ر ي	جري	IV	obj=none_intransitive|prep=-|clause=no|cognate=no	2	9:100:24;55:50:3	none_intransitive:2				2
ج ر ي	جري	IV	obj=none_intransitive|prep=إِلَى|clause=no|cognate=no	1	31:29:20	none_intransitive:1	إِلَى:1		أ ج ل:1	1
ج ر ي	جري	IV	obj=none_intransitive|prep=بـ;إِلَى|clause=no|cognate=no	1	21:81:6	none_intransitive:1	بـ:1;إِلَى:1		أ م ر:1;أ ر ض:1	1
ج ر ي	جري	IV	obj=none_intransitive|prep=بـ;فِي|clause=no|cognate=no	1	11:42:3	none_intransitive:1	بـ:1;فِي:1		م و ج:1	1
ج ر ي	جري	IV	obj=none_intransitive|prep=بـ|clause=no|cognate=no	3	30:46:15;38:36:5;54:14:1	none_intransitive:3	بـ:3		أ م ر:2;ع ي ن:1	3
ج ر ي	جري	IV	obj=none_intransitive|prep=فِي;بـ|clause=no|cognate=no	4	2:164:15;14:32:24;22:65:12;45:12:7	none_intransitive:4	فِي:4;بـ:4		ب ح ر:3;أ م ر:3	4
ج ر ي	جري	IV	obj=none_intransitive|prep=فِي;بـ|clause=yes|cognate=no	1	31:31:5	none_intransitive:1	فِي:1;بـ:1		ب ح ر:1;ن ع م:1	1
ج ر ي	جري	IV	obj=none_intransitive|prep=لـ|clause=no|cognate=no	4	13:2:19;35:13:16;36:38:3;39:5:22	none_intransitive:4	لـ:4		أ ج ل:3;ق ر ر:1	4
ج ر ي	جري	IV	obj=none_intransitive|prep=مِن;فِي|clause=no|cognate=no	1	10:9:11	none_intransitive:1	مِن:1;فِي:1		ت ح ت:1;ج ن ن:1	1
ج ر ي	جري	IV	obj=none_intransitive|prep=مِن|clause=no|cognate=no	38	2:25:12;2:266:11;3:15:13;3:136:8;3:195:42;3:198:8;4:13:12;4:57:9;4:122:9;5:12:46	none_intransitive:38	مِن:38		ت ح ت:38	27
ج ر ي	جري	PV	obj=none_intransitive|prep=بـ;بـ|clause=no|cognate=no	1	10:22:14	none_intransitive:1	بـ:2		ر و ح:1	1
ج ز ز	جز	IV_PASS	obj=explicit|prep=-|clause=no|cognate=no	8	6:93:41;7:180:15;27:90:12;36:54:9;37:39:3;45:28:12;52:16:10;66:7:9	explicit:8		ع ذ ب:1;أ و ي:1		8
ج ز ز	جز	IV_PASS	obj=explicit|prep=بـ;بـ|clause=no|cognate=no	1	46:20:18	explicit:1	بـ:2	ع ذ ب:1		1
ج ز ز	جز	IV_PASS	obj=explicit|prep=بـ|clause=no|cognate=no	1	25:75:2	explicit:1	بـ:1	غ ر ف:1		1
ج ز ز	جز	IV_PASS	obj=none_passive|prep=-|clause=no|cognate=no	2	7:147:12;34:33:37	none_passive:2				2
ج ز ز	جز	IV_PASS	obj=none_passive|prep=بـ|clause=no|cognate=no	3	4:123:12;6:120:11;10:52:10	none_passive:3	بـ:3			3
ج ز ع	جزع	PV	obj=none_intransitive|prep=-|clause=no|cognate=no	1	14:21:34	none_intransitive:1				1
ج ز ي	جاز	NOUN_ACTIVE_PART	obj=explicit|prep=عَن|clause=no|cognate=no	1	31:33:18	explicit:1	عَن:1	ش ي ء:1	و ل د:1	1
ج ز ي	جازي	IV	obj=explicit|prep=-|clause=no|cognate=no	1	34:17:8	explicit:1		ك ف ر:1		1
ج ز ي	جزا	IV_PASS	obj=clitic|prep=-|clause=no|cognate=no	1	53:41:2	clitic:1				1
ج ز ي	جزا	PV	obj=both|prep=بـ|clause=no|cognate=no	1	76:12:2	both:1	بـ:1	ج ن ن:1		1
ج ز ي	جزى	IV_PASS	obj=none_passive|prep=-|clause=no|cognate=no	4	6:160:16;28:84:16;40:40:6;92:19:8	none_passive:4				4
ج ز ي	جزى	IV_PASS	obj=none_passive|prep=بـ|clause=no|cognate=no	3	20:15:6;40:17:2;45:22:11	none_passive:3	بـ:3			3
ج ز ي	جزي	IV	obj=both|prep=-|clause=no|cognate=no	8	6:139:23;9:121:18;14:51:2;21:29:11;24:38:2;28:25:12;29:7:13;41:27:10	both:8		ح س ن:3;و ص ف:1;ك ل ل:1;ج ه ن م:1;أ ج ر:1;س و أ:1		8
ج ز ي	جزي	IV	obj=both|prep=بـ|clause=no|cognate=no	4	6:157:33;16:96:11;16:97:18;39:35:9	both:4	بـ:4	أ ج ر:3;ل ل ذ:2;س و أ:1	ح س ن:3	3
ج ز ي	جزي	IV	obj=clitic|prep=بـ|clause=no|cognate=no	1	6:138:28	clitic:1	بـ:1			1
ج ز ي	جزي	IV	obj=explicit|prep=-|clause=no|cognate=no	6	3:144:30;3:145:29;10:13:22;12:88:27;34:4:2;37:131:4	explicit:6		ش ك ر:2;ق و م:1;ص د ق:1;ل ل ذ:1;ح س ن:1		5
ج ز ي	جزي	IV	obj=explicit|prep=بـ|clause=no|cognate=no	5	10:4:13;33:24:2;45:14:13;53:31:12;53:31:19	explicit:5	بـ:5	ل ل ذ:3;ص د ق:1;ق و م:1	ق س ط:1;ص د ق:1;ح س ن:1	4
ج ز ي	جزي	IV	obj=explicit|prep=عَن|clause=no|cognate=no	2	2:48:5;2:123:5	explicit:2	عَن:2	ش ي ء:2	ن ف س:2	1
ج ز ي	جزي	IV	obj=explicit|prep=كـ|clause=no|cognate=no	18	6:84:31;7:40:28;7:41:13;7:152:17;12:22:12;12:75:12;16:31:15;20:127:4;21:29:15;28:14:14	explicit:18	كـ:18	ح س ن:8;ظ ل م:3;م ن ن:2;ج ر م:1;ف ر ي:1;و ق ي:1;ك ل ل:1;ق و م:1		12
ج ز ي	جزي	IV	obj=explicit|prep=مِن|clause=no|cognate=no	1	30:45:2	explicit:1	مِن:1	ل ل ذ:1	ف ض ل:1	1
ج ز ي	جزي	IV	obj=none_absolute|prep=عَن|clause=no|cognate=no	1	31:33:10	none_absolute:1	عَن:1		و ل د:1	1
ج ز ي	جزي	PV	obj=both|prep=بـ|clause=no|cognate=no	2	6:146:29;34:17:2	both:2	بـ:2		ب غ ي:1	2
ج ز ي	جزي	PV	obj=both|prep=بـ|clause=yes|cognate=no	1	23:111:2	both:1	بـ:1			1
ج س س	تجسس	PV	obj=none_absolute|prep=-|clause=no|cognate=no	1	49:12:15	none_absolute:1				1
ج ع ل	أجعل	CV	obj=explicit|prep=لـ;مِن|clause=no|cognate=no	3	4:75:27;4:75:33;17:80:12	explicit:3	لـ:3;مِن:3	و ل ي:1;ن ص ر:1;س ل ط:1	ل د ن:3	2
ج ع ل	أجعل	CV	obj=explicit|prep=لـ|clause=no|cognate=no	2	20:29:2;26:84:2	explicit:2	لـ:2	و ز ر:1;ل س ن:1		2
ج ع ل	اجعل	CV	obj=clitic|prep=مِن|clause=no|cognate=no	1	26:85:2	clitic:1	مِن:1		و ر ث:1	1
ج ع ل	جعل	CV	obj=both|prep=-|clause=no|cognate=no	5	2:128:3;10:87:15;14:35:6;14:40:2;19:6:8	both:5		س ل م:1;ب ي ت:1;ق ب ل:1;أ م ن:1;ق و م:1;ر ض و:1		4
ج ع ل	جعل	CV	obj=both|prep=-|clause=yes|cognate=no	1	14:37:19	both:1		ف أ د:1		1
ج ع ل	جعل	CV	obj=both|prep=لـ|clause=no|cognate=no	1	25:74:14	both:1	لـ:1	أ م م:1	و ق ي:1	1
ج ع ل	جعل	CV	obj=clitic|prep=عَلَى|clause=no|cognate=no	1	12:55:2	clitic:1	عَلَى:1		خ ز ن:1	1
ج ع ل	جعل	CV	obj=explicit|prep=-|clause=no|cognate=no	2	2:126:6;20:58:8	explicit:2		ب ل د:1;و ع د:1		2
ج ع ل	جعل	CV	obj=explicit|prep=عَلَى|clause=no|cognate=no	1	2:260:31	explicit:1	عَلَى:1	ج ز أ:1	ك ل ل:1	1
ج ع ل	جعل	CV	obj=explicit|prep=فِي|clause=no|cognate=no	1	12:62:5	explicit:1	فِي:1	ب ض ع:1	ر ح ل:1	1
ج ع ل	جعل	CV	obj=explicit|prep=لـ;كـ|clause=no|cognate=no	1	7:138:19	explicit:1	لـ:1;كـ:1	أ ل ه:1		1
ج ع ل	جعل	CV	obj=explicit|prep=لـ|clause=no|cognate=no	3	3:41:3;19:10:3;28:38:21	explicit:3	لـ:3	أ ي ي:2;ص ر ح:1		3
ج ع ل	جعل	IV	obj=both|prep=-|clause=no|cognate=no	19	2:224:3;3:156:30;6:91:29;6:125:16;10:85:8;19:21:11;19:32:7;22:53:2;24:43:11;24:63:2	both:19		ف ت ن:3;أ ل ه:1;ع ر ض:1;ح س ر:1;ق ر ط س:1;ص د ر:1;ض ي ق:1;أ ي ي:1;ج ب ر:1;ر ك م:1		15
