root_arabic	form_tag	form_tag_available	instance_count	legacy_instance_count	referent_total	resolution_coverage	dominant_referent	dominant_ratio	agency	referent_entropy	referent_dist	source	batch_count	low_occurrence
أ ب د	ADV	True	28	28	1	0.036	OTHER	1.0	mixed	0.0	"{""OTHER"": 1}"	legacy	15	False
أ ب ق	PV:I	True	1	1	3	3.0	PROPHET_OTHER	1.0	mixed	0.0	"{""PROPHET_OTHER"": 3}"	legacy	1	True
أ ب ل	NOUN_CONCRETE	True	3	3	1	0.333	NATURE_CREATION	1.0	mixed	0.0	"{""NATURE_CREATION"": 1}"	legacy	3	True
أ ب و	IV:I	True	2	0	171	0.0	HUMANS_GENERIC	0.322	mixed	2.553	"{""ABSTRACT_CONCEPT"": 1, ""BELIEVERS"": 10, ""DISBELIEVERS"": 20, ""HUMANS_GENERIC"": 55, ""OTHER"": 17, ""PROPHET_MUHAMMAD"": 2, ""PROPHET_OTHER"": 36, ""SELF_REFERENCE"": 2, ""SPECIFIC_PERSON"": 28}"	legacy	1	True
أ ب و	NOUN_CONCRETE	True	79	119	171	1.437	HUMANS_GENERIC	0.322	mixed	2.553	"{""ABSTRACT_CONCEPT"": 1, ""BELIEVERS"": 10, ""DISBELIEVERS"": 20, ""HUMANS_GENERIC"": 55, ""OTHER"": 17, ""PROPHET_MUHAMMAD"": 2, ""PROPHET_OTHER"": 36, ""SELF_REFERENCE"": 2, ""SPECIFIC_PERSON"": 28}"	legacy	33	False
أ ب و	NOUN_FIVE	True	38	0	171	0.0	HUMANS_GENERIC	0.322	mixed	2.553	"{""ABSTRACT_CONCEPT"": 1, ""BELIEVERS"": 10, ""DISBELIEVERS"": 20, ""HUMANS_GENERIC"": 55, ""OTHER"": 17, ""PROPHET_MUHAMMAD"": 2, ""PROPHET_OTHER"": 36, ""SELF_REFERENCE"": 2, ""SPECIFIC_PERSON"": 28}"	legacy	17	False
أ ب و	PV:I	True	1	0	171	0.0	HUMANS_GENERIC	0.322	mixed	2.553	"{""ABSTRACT_CONCEPT"": 1, ""BELIEVERS"": 10, ""DISBELIEVERS"": 20, ""HUMANS_GENERIC"": 55, ""OTHER"": 17, ""PROPHET_MUHAMMAD"": 2, ""PROPHET_OTHER"": 36, ""SELF_REFERENCE"": 2, ""SPECIFIC_PERSON"": 28}"	legacy	1	True
أ ب ي	IV:I	True	2	0	6	0.0	ABSTRACT_CONCEPT	0.333	mixed	1.918	"{""ABSTRACT_CONCEPT"": 2, ""NATURE_CREATION"": 1, ""SATAN"": 2, ""SPECIFIC_PERSON"": 1}"	legacy	1	True
أ ب ي	PV:I	True	8	10	6	0.6	ABSTRACT_CONCEPT	0.333	mixed	1.918	"{""ABSTRACT_CONCEPT"": 2, ""NATURE_CREATION"": 1, ""SATAN"": 2, ""SPECIFIC_PERSON"": 1}"	legacy	6	False
أ ت ي	CV:I	True	37	543	680	1.252	HUMANS_GENERIC	0.254	mixed	3.12	"{""ABSTRACT_CONCEPT"": 32, ""ANGELS"": 1, ""BANU_ISRAEL"": 8, ""BELIEVERS"": 25, ""DISBELIEVERS"": 76, ""GOD"": 140, ""HUMANS_GENERIC"": 173, ""HYPOCRITES"": 7, ""NATURE_CREATION"": 17, ""OTHER"": 68, ""PEOPLE_OF_BOOK"": 5, ""PROPHET_MUHAMMAD"": 28, ""PROPHET_OTHER"": 72, ""SELF_REFERENCE"": 2, ""SPECIFIC_PERSON"": 26}"	legacy	21	False
أ ت ي	CV:IV	True	33	0	680	0.0	HUMANS_GENERIC	0.254	mixed	3.12	"{""ABSTRACT_CONCEPT"": 32, ""ANGELS"": 1, ""BANU_ISRAEL"": 8, ""BELIEVERS"": 25, ""DISBELIEVERS"": 76, ""GOD"": 140, ""HUMANS_GENERIC"": 173, ""HYPOCRITES"": 7, ""NATURE_CREATION"": 17, ""OTHER"": 68, ""PEOPLE_OF_BOOK"": 5, ""PROPHET_MUHAMMAD"": 28, ""PROPHET_OTHER"": 72, ""SELF_REFERENCE"": 2, ""SPECIFIC_PERSON"": 26}"	legacy	17	False
أ ت ي	GERUND	True	3	0	680	0.0	HUMANS_GENERIC	0.254	mixed	3.12	"{""ABSTRACT_CONCEPT"": 32, ""ANGELS"": 1, ""BANU_ISRAEL"": 8, ""BELIEVERS"": 25, ""DISBELIEVERS"": 76, ""GOD"": 140, ""HUMANS_GENERIC"": 173, ""HYPOCRITES"": 7, ""NATURE_CREATION"": 17, ""OTHER"": 68, ""PEOPLE_OF_BOOK"": 5, ""PROPHET_MUHAMMAD"": 28, ""PROPHET_OTHER"": 72, ""SELF_REFERENCE"": 2, ""SPECIFIC_PERSON"": 26}"	legacy	3	True
أ ت ي	IV:I	True	168	0	680	0.0	HUMANS_GENERIC	0.254	mixed	3.12	"{""ABSTRACT_CONCEPT"": 32, ""ANGELS"": 1, ""BANU_ISRAEL"": 8, ""BELIEVERS"": 25, ""DISBELIEVERS"": 76, ""GOD"": 140, ""HUMANS_GENERIC"": 173, ""HYPOCRITES"": 7, ""NATURE_CREATION"": 17, ""OTHER"": 68, ""PEOPLE_OF_BOOK"": 5, ""PROPHET_MUHAMMAD"": 28, ""PROPHET_OTHER"": 72, ""SELF_REFERENCE"": 2, ""SPECIFIC_PERSON"": 26}"	legacy	51	False
أ ت ي	IV:IV	True	51	0	680	0.0	HUMANS_GENERIC	0.254	mixed	3.12	"{""ABSTRACT_CONCEPT"": 32, ""ANGELS"": 1, ""BANU_ISRAEL"": 8, ""BELIEVERS"": 25, ""DISBELIEVERS"": 76, ""GOD"": 140, ""HUMANS_GENERIC"": 173, ""HYPOCRITES"": 7, ""NATURE_CREATION"": 17, ""OTHER"": 68, ""PEOPLE_OF_BOOK"": 5, ""PROPHET_MUHAMMAD"": 28, ""PROPHET_OTHER"": 72, ""SELF_REFERENCE"": 2, ""SPECIFIC_PERSON"": 26}"	legacy	27	False
أ ت ي	IV_PASS:I	True	1	0	680	0.0	HUMANS_GENERIC	0.254	mixed	3.12	"{""ABSTRACT_CONCEPT"": 32, ""ANGELS"": 1, ""BANU_ISRAEL"": 8, ""BELIEVERS"": 25, ""DISBELIEVERS"": 76, ""GOD"": 140, ""HUMANS_GENERIC"": 173, ""HYPOCRITES"": 7, ""NATURE_CREATION"": 17, ""OTHER"": 68, ""PEOPLE_OF_BOOK"": 5, ""PROPHET_MUHAMMAD"": 28, ""PROPHET_OTHER"": 72, ""SELF_REFERENCE"": 2, ""SPECIFIC_PERSON"": 26}"	legacy	1	True
أ ت ي	IV_PASS:IV	True	6	0	680	0.0	HUMANS_GENERIC	0.254	mixed	3.12	"{""ABSTRACT_CONCEPT"": 32, ""ANGELS"": 1, ""BANU_ISRAEL"": 8, ""BELIEVERS"": 25, ""DISBELIEVERS"": 76, ""GOD"": 140, ""HUMANS_GENERIC"": 173, ""HYPOCRITES"": 7, ""NATURE_CREATION"": 17, ""OTHER"": 68, ""PEOPLE_OF_BOOK"": 5, ""PROPHET_MUHAMMAD"": 28, ""PROPHET_OTHER"": 72, ""SELF_REFERENCE"": 2, ""SPECIFIC_PERSON"": 26}"	legacy	5	False
أ ت ي	NOUN_ACTIVE_PART	True	13	0	680	0.0	HUMANS_GENERIC	0.254	mixed	3.12	"{""ABSTRACT_CONCEPT"": 32, ""ANGELS"": 1, ""BANU_ISRAEL"": 8, ""BELIEVERS"": 25, ""DISBELIEVERS"": 76, ""GOD"": 140, ""HUMANS_GENERIC"": 173, ""HYPOCRITES"": 7, ""NATURE_CREATION"": 17, ""OTHER"": 68, ""PEOPLE_OF_BOOK"": 5, ""PROPHET_MUHAMMAD"": 28, ""PROPHET_OTHER"": 72, ""SELF_REFERENCE"": 2, ""SPECIFIC_PERSON"": 26}"	legacy	11	False
أ ت ي	NOUN_PASSIVE_PART	True	1	0	680	0.0	HUMANS_GENERIC	0.254	mixed	3.12	"{""ABSTRACT_CONCEPT"": 32, ""ANGELS"": 1, ""BANU_ISRAEL"": 8, ""BELIEVERS"": 25, ""DISBELIEVERS"": 76, ""GOD"": 140, ""HUMANS_GENERIC"": 173, ""HYPOCRITES"": 7, ""NATURE_CREATION"": 17, ""OTHER"": 68, ""PEOPLE_OF_BOOK"": 5, ""PROPHET_MUHAMMAD"": 28, ""PROPHET_OTHER"": 72, ""SELF_REFERENCE"": 2, ""SPECIFIC_PERSON"": 26}"	legacy	1	True
أ ت ي	PV:I	True	59	0	680	0.0	HUMANS_GENERIC	0.254	mixed	3.12	"{""ABSTRACT_CONCEPT"": 32, ""ANGELS"": 1, ""BANU_ISRAEL"": 8, ""BELIEVERS"": 25, ""DISBELIEVERS"": 76, ""GOD"": 140, ""HUMANS_GENERIC"": 173, ""HYPOCRITES"": 7, ""NATURE_CREATION"": 17, ""OTHER"": 68, ""PEOPLE_OF_BOOK"": 5, ""PROPHET_MUHAMMAD"": 28, ""PROPHET_OTHER"": 72, ""SELF_REFERENCE"": 2, ""SPECIFIC_PERSON"": 26}"	legacy	32	False
أ ت ي	PV:IV	True	115	0	680	0.0	HUMANS_GENERIC	0.254	mixed	3.12	"{""ABSTRACT_CONCEPT"": 32, ""ANGELS"": 1, ""BANU_ISRAEL"": 8, ""BELIEVERS"": 25, ""DISBELIEVERS"": 76, ""GOD"": 140, ""HUMANS_GENERIC"": 173, ""HYPOCRITES"": 7, ""NATURE_CREATION"": 17, ""OTHER"": 68, ""PEOPLE_OF_BOOK"": 5, ""PROPHET_MUHAMMAD"": 28, ""PROPHET_OTHER"": 72, ""SELF_REFERENCE"": 2, ""SPECIFIC_PERSON"": 26}"	legacy	45	False
أ ت ي	PV_PASS:I	True	33	0	680	0.0	HUMANS_GENERIC	0.254	mixed	3.12	"{""ABSTRACT_CONCEPT"": 32, ""ANGELS"": 1, ""BANU_ISRAEL"": 8, ""BELIEVERS"": 25, ""DISBELIEVERS"": 76, ""GOD"": 140, ""HUMANS_GENERIC"": 173, ""HYPOCRITES"": 7, ""NATURE_CREATION"": 17, ""OTHER"": 68, ""PEOPLE_OF_BOOK"": 5, ""PROPHET_MUHAMMAD"": 28, ""PROPHET_OTHER"": 72, ""SELF_REFERENCE"": 2, ""SPECIFIC_PERSON"": 26}"	legacy	15	False
أ ت ي	PV_PASS:IV	True	26	0	680	0.0	HUMANS_GENERIC	0.254	mixed	3.12	"{""ABSTRACT_CONCEPT"": 32, ""ANGELS"": 1, ""BANU_ISRAEL"": 8, ""BELIEVERS"": 25, ""DISBELIEVERS"": 76, ""GOD"": 140, ""HUMANS_GENERIC"": 173, ""HYPOCRITES"": 7, ""NATURE_CREATION"": 17, ""OTHER"": 68, ""PEOPLE_OF_BOOK"": 5, ""PROPHET_MUHAMMAD"": 28, ""PROPHET_OTHER"": 72, ""SELF_REFERENCE"": 2, ""SPECIFIC_PERSON"": 26}"	legacy	17	False
أ ث ر	IV:IV	True	3	0	21	0.0	HUMANS_GENERIC	0.381	mixed	2.392	"{""BELIEVERS"": 1, ""DISBELIEVERS"": 1, ""HUMANS_GENERIC"": 8, ""NATURE_CREATION"": 1, ""OTHER"": 4, ""PROPHET_OTHER"": 4, ""SPECIFIC_PERSON"": 2}"	legacy	3	True
أ ث ر	IV_PASS:IV	True	1	0	21	0.0	HUMANS_GENERIC	0.381	mixed	2.392	"{""BELIEVERS"": 1, ""DISBELIEVERS"": 1, ""HUMANS_GENERIC"": 8, ""NATURE_CREATION"": 1, ""OTHER"": 4, ""PROPHET_OTHER"": 4, ""SPECIFIC_PERSON"": 2}"	legacy	1	True
أ ث ر	NOUN_ABSTRACT	True	11	0	21	0.0	HUMANS_GENERIC	0.381	mixed	2.392	"{""BELIEVERS"": 1, ""DISBELIEVERS"": 1, ""HUMANS_GENERIC"": 8, ""NATURE_CREATION"": 1, ""OTHER"": 4, ""PROPHET_OTHER"": 4, ""SPECIFIC_PERSON"": 2}"	legacy	8	False
أ ث ر	NOUN_CONCRETE	True	2	0	21	0.0	HUMANS_GENERIC	0.381	mixed	2.392	"{""BELIEVERS"": 1, ""DISBELIEVERS"": 1, ""HUMANS_GENERIC"": 8, ""NATURE_CREATION"": 1, ""OTHER"": 4, ""PROPHET_OTHER"": 4, ""SPECIFIC_PERSON"": 2}"	legacy	1	True
أ ث ر	PV:I	True	1	0	21	0.0	HUMANS_GENERIC	0.381	mixed	2.392	"{""BELIEVERS"": 1, ""DISBELIEVERS"": 1, ""HUMANS_GENERIC"": 8, ""NATURE_CREATION"": 1, ""OTHER"": 4, ""PROPHET_OTHER"": 4, ""SPECIFIC_PERSON"": 2}"	legacy	1	True
أ ث ر	PV:IV	True	2	20	21	1.05	HUMANS_GENERIC	0.381	mixed	2.392	"{""BELIEVERS"": 1, ""DISBELIEVERS"": 1, ""HUMANS_GENERIC"": 8, ""NATURE_CREATION"": 1, ""OTHER"": 4, ""PROPHET_OTHER"": 4, ""SPECIFIC_PERSON"": 2}"	legacy	2	True
أ ث م	ADJ_QUALIT	True	7	0	4	0.0	HUMANS_GENERIC	0.75	human	0.811	"{""HUMANS_GENERIC"": 3, ""NATURE_CREATION"": 1}"	legacy	7	False
أ ث م	GERUND	True	35	48	4	0.083	HUMANS_GENERIC	0.75	human	0.811	"{""HUMANS_GENERIC"": 3, ""NATURE_CREATION"": 1}"	legacy	14	False
أ ث م	NOUN_ABSTRACT	True	3	0	4	0.0	HUMANS_GENERIC	0.75	human	0.811	"{""HUMANS_GENERIC"": 3, ""NATURE_CREATION"": 1}"	legacy	3	True
أ ث م	NOUN_ACTIVE_PART	True	3	0	4	0.0	HUMANS_GENERIC	0.75	human	0.811	"{""HUMANS_GENERIC"": 3, ""NATURE_CREATION"": 1}"	legacy	3	True
أ ج ر	CV:I	True	1	0	57	0.0	HUMANS_GENERIC	0.404	mixed	2.274	"{""ABSTRACT_CONCEPT"": 2, ""BELIEVERS"": 13, ""GOD"": 1, ""HUMANS_GENERIC"": 23, ""OTHER"": 6, ""PROPHET_MUHAMMAD"": 1, ""PROPHET_OTHER"": 10, ""SPECIFIC_PERSON"": 1}"	legacy	1	True
أ ج ر	CV:X	True	1	0	57	0.0	HUMANS_GENERIC	0.404	mixed	2.274	"{""ABSTRACT_CONCEPT"": 2, ""BELIEVERS"": 13, ""GOD"": 1, ""HUMANS_GENERIC"": 23, ""OTHER"": 6, ""PROPHET_MUHAMMAD"": 1, ""PROPHET_OTHER"": 10, ""SPECIFIC_PERSON"": 1}"	legacy	1	True
أ ج ر	GERUND	True	92	109	57	0.523	HUMANS_GENERIC	0.404	mixed	2.274	"{""ABSTRACT_CONCEPT"": 2, ""BELIEVERS"": 13, ""GOD"": 1, ""HUMANS_GENERIC"": 23, ""OTHER"": 6, ""PROPHET_MUHAMMAD"": 1, ""PROPHET_OTHER"": 10, ""SPECIFIC_PERSON"": 1}"	legacy	37	False
أ ج ر	IV:I	True	1	0	57	0.0	HUMANS_GENERIC	0.404	mixed	2.274	"{""ABSTRACT_CONCEPT"": 2, ""BELIEVERS"": 13, ""GOD"": 1, ""HUMANS_GENERIC"": 23, ""OTHER"": 6, ""PROPHET_MUHAMMAD"": 1, ""PROPHET_OTHER"": 10, ""SPECIFIC_PERSON"": 1}"	legacy	1	True
أ ج ر	NOUN_ABSTRACT	True	7	0	57	0.0	HUMANS_GENERIC	0.404	mixed	2.274	"{""ABSTRACT_CONCEPT"": 2, ""BELIEVERS"": 13, ""GOD"": 1, ""HUMANS_GENERIC"": 23, ""OTHER"": 6, ""PROPHET_MUHAMMAD"": 1, ""PROPHET_OTHER"": 10, ""SPECIFIC_PERSON"": 1}"	legacy	5	False
أ ج ر	NOUN_CONCRETE	True	6	0	57	0.0	HUMANS_GENERIC	0.404	mixed	2.274	"{""ABSTRACT_CONCEPT"": 2, ""BELIEVERS"": 13, ""GOD"": 1, ""HUMANS_GENERIC"": 23, ""OTHER"": 6, ""PROPHET_MUHAMMAD"": 1, ""PROPHET_OTHER"": 10, ""SPECIFIC_PERSON"": 1}"	legacy	5	False
أ ج ر	PV:X	True	1	0	57	0.0	HUMANS_GENERIC	0.404	mixed	2.274	"{""ABSTRACT_CONCEPT"": 2, ""BELIEVERS"": 13, ""GOD"": 1, ""HUMANS_GENERIC"": 23, ""OTHER"": 6, ""PROPHET_MUHAMMAD"": 1, ""PROPHET_OTHER"": 10, ""SPECIFIC_PERSON"": 1}"	legacy	1	True
أ ج ل	NOUN_ABSTRACT	True	53	55	25	0.455	HUMANS_GENERIC	0.56	mixed	1.967	"{""ABSTRACT_CONCEPT"": 5, ""DISBELIEVERS"": 1, ""GOD"": 1, ""HUMANS_GENERIC"": 14, ""OTHER"": 2, ""PROPHET_OTHER"": 1, ""SPECIFIC_PERSON"": 1}"	legacy	27	False
أ ج ل	NOUN_PASSIVE_PART	True	1	0	25	0.0	HUMANS_GENERIC	0.56	mixed	1.967	"{""ABSTRACT_CONCEPT"": 5, ""DISBELIEVERS"": 1, ""GOD"": 1, ""HUMANS_GENERIC"": 14, ""OTHER"": 2, ""PROPHET_OTHER"": 1, ""SPECIFIC_PERSON"": 1}"	legacy	1	True
أ ج ل	PV:II	True	1	0	25	0.0	HUMANS_GENERIC	0.56	mixed	1.967	"{""ABSTRACT_CONCEPT"": 5, ""DISBELIEVERS"": 1, ""GOD"": 1, ""HUMANS_GENERIC"": 14, ""OTHER"": 2, ""PROPHET_OTHER"": 1, ""SPECIFIC_PERSON"": 1}"	legacy	1	True
أ ج ل	PV_PASS:II	True	1	0	25	0.0	HUMANS_GENERIC	0.56	mixed	1.967	"{""ABSTRACT_CONCEPT"": 5, ""DISBELIEVERS"": 1, ""GOD"": 1, ""HUMANS_GENERIC"": 14, ""OTHER"": 2, ""PROPHET_OTHER"": 1, ""SPECIFIC_PERSON"": 1}"	legacy	1	True
أ ح د	NOUN_CONCRETE	True	19	0	34	0.0	HUMANS_GENERIC	0.471	human	2.41	"{""BELIEVERS"": 3, ""DISBELIEVERS"": 3, ""HUMANS_GENERIC"": 16, ""HYPOCRITES"": 1, ""OTHER"": 6, ""PEOPLE_OF_BOOK"": 1, ""PROPHET_MUHAMMAD"": 1, ""PROPHET_OTHER"": 2, ""SPECIFIC_PERSON"": 1}"	legacy	8	False
أ ح د	NOUN_NUM	True	60	79	34	0.43	HUMANS_GENERIC	0.471	human	2.41	"{""BELIEVERS"": 3, ""DISBELIEVERS"": 3, ""HUMANS_GENERIC"": 16, ""HYPOCRITES"": 1, ""OTHER"": 6, ""PEOPLE_OF_BOOK"": 1, ""PROPHET_MUHAMMAD"": 1, ""PROPHET_OTHER"": 2, ""SPECIFIC_PERSON"": 1}"	legacy	30	False
أ خ ذ	CV:I	True	23	0	308	0.0	HUMANS_GENERIC	0.234	mixed	3.261	"{""ABSTRACT_CONCEPT"": 22, ""ANGELS"": 1, ""BANU_ISRAEL"": 8, ""BELIEVERS"": 10, ""DISBELIEVERS"": 45, ""GOD"": 59, ""HUMANS_GENERIC"": 72, ""HYPOCRITES"": 5, ""NATURE_CREATION"": 8, ""OTHER"": 17, ""PEOPLE_OF_BOOK"": 4, ""PROPHET_MUHAMMAD"": 11, ""PROPHET_OTHER"": 30, ""SATAN"": 5, ""SPECIFIC_PERSON"": 11}"	legacy	13	False
أ خ ذ	CV:VIII	True	2	0	308	0.0	HUMANS_GENERIC	0.234	mixed	3.261	"{""ABSTRACT_CONCEPT"": 22, ""ANGELS"": 1, ""BANU_ISRAEL"": 8, ""BELIEVERS"": 10, ""DISBELIEVERS"": 45, ""GOD"": 59, ""HUMANS_GENERIC"": 72, ""HYPOCRITES"": 5, ""NATURE_CREATION"": 8, ""OTHER"": 17, ""PEOPLE_OF_BOOK"": 4, ""PROPHET_MUHAMMAD"": 11, ""PROPHET_OTHER"": 30, ""SATAN"": 5, ""SPECIFIC_PERSON"": 11}"	legacy	2	True
أ خ ذ	GERUND	True	6	0	308	0.0	HUMANS_GENERIC	0.234	mixed	3.261	"{""ABSTRACT_CONCEPT"": 22, ""ANGELS"": 1, ""BANU_ISRAEL"": 8, ""BELIEVERS"": 10, ""DISBELIEVERS"": 45, ""GOD"": 59, ""HUMANS_GENERIC"": 72, ""HYPOCRITES"": 5, ""NATURE_CREATION"": 8, ""OTHER"": 17, ""PEOPLE_OF_BOOK"": 4, ""PROPHET_MUHAMMAD"": 11, ""PROPHET_OTHER"": 30, ""SATAN"": 5, ""SPECIFIC_PERSON"": 11}"	legacy	5	False
أ خ ذ	GERUND_INSTANT	True	1	0	308	0.0	HUMANS_GENERIC	0.234	mixed	3.261	"{""ABSTRACT_CONCEPT"": 22, ""ANGELS"": 1, ""BANU_ISRAEL"": 8, ""BELIEVERS"": 10, ""DISBELIEVERS"": 45, ""GOD"": 59, ""HUMANS_GENERIC"": 72, ""HYPOCRITES"": 5, ""NATURE_CREATION"": 8, ""OTHER"": 17, ""PEOPLE_OF_BOOK"": 4, ""PROPHET_MUHAMMAD"": 11, ""PROPHET_OTHER"": 30, ""SATAN"": 5, ""SPECIFIC_PERSON"": 11}"	legacy	1	True
أ خ ذ	IV:I	True	27	0	308	0.0	HUMANS_GENERIC	0.234	mixed	3.261	"{""ABSTRACT_CONCEPT"": 22, ""ANGELS"": 1, ""BANU_ISRAEL"": 8, ""BELIEVERS"": 10, ""DISBELIEVERS"": 45, ""GOD"": 59, ""HUMANS_GENERIC"": 72, ""HYPOCRITES"": 5, ""NATURE_CREATION"": 8, ""OTHER"": 17, ""PEOPLE_OF_BOOK"": 4, ""PROPHET_MUHAMMAD"": 11, ""PROPHET_OTHER"": 30, ""SATAN"": 5, ""SPECIFIC_PERSON"": 11}"	legacy	14	False
أ خ ذ	IV:III	True	9	0	308	0.0	HUMANS_GENERIC	0.234	mixed	3.261	"{""ABSTRACT_CONCEPT"": 22, ""ANGELS"": 1, ""BANU_ISRAEL"": 8, ""BELIEVERS"": 10, ""DISBELIEVERS"": 45, ""GOD"": 59, ""HUMANS_GENERIC"": 72, ""HYPOCRITES"": 5, ""NATURE_CREATION"": 8, ""OTHER"": 17, ""PEOPLE_OF_BOOK"": 4, ""PROPHET_MUHAMMAD"": 11, ""PROPHET_OTHER"": 30, ""SATAN"": 5, ""SPECIFIC_PERSON"": 11}"	legacy	5	False
أ خ ذ	IV:VIII	True	53	0	308	0.0	HUMANS_GENERIC	0.234	mixed	3.261	"{""ABSTRACT_CONCEPT"": 22, ""ANGELS"": 1, ""BANU_ISRAEL"": 8, ""BELIEVERS"": 10, ""DISBELIEVERS"": 45, ""GOD"": 59, ""HUMANS_GENERIC"": 72, ""HYPOCRITES"": 5, ""NATURE_CREATION"": 8, ""OTHER"": 17, ""PEOPLE_OF_BOOK"": 4, ""PROPHET_MUHAMMAD"": 11, ""PROPHET_OTHER"": 30, ""SATAN"": 5, ""SPECIFIC_PERSON"": 11}"	legacy	21	False
أ خ ذ	IV_PASS:I	True	5	272	308	1.132	HUMANS_GENERIC	0.234	mixed	3.261	"{""ABSTRACT_CONCEPT"": 22, ""ANGELS"": 1, ""BANU_ISRAEL"": 8, ""BELIEVERS"": 10, ""DISBELIEVERS"": 45, ""GOD"": 59, ""HUMANS_GENERIC"": 72, ""HYPOCRITES"": 5, ""NATURE_CREATION"": 8, ""OTHER"": 17, ""PEOPLE_OF_BOOK"": 4, ""PROPHET_MUHAMMAD"": 11, ""PROPHET_OTHER"": 30, ""SATAN"": 5, ""SPECIFIC_PERSON"": 11}"	legacy	5	False
أ خ ذ	NOUN_ACTIVE_PART	True	6	0	308	0.0	HUMANS_GENERIC	0.234	mixed	3.261	"{""ABSTRACT_CONCEPT"": 22, ""ANGELS"": 1, ""BANU_ISRAEL"": 8, ""BELIEVERS"": 10, ""DISBELIEVERS"": 45, ""GOD"": 59, ""HUMANS_GENERIC"": 72, ""HYPOCRITES"": 5, ""NATURE_CREATION"": 8, ""OTHER"": 17, ""PEOPLE_OF_BOOK"": 4, ""PROPHET_MUHAMMAD"": 11, ""PROPHET_OTHER"": 30, ""SATAN"": 5, ""SPECIFIC_PERSON"": 11}"	legacy	6	False
أ خ ذ	PV:I	True	74	0	308	0.0	HUMANS_GENERIC	0.234	mixed	3.261	"{""ABSTRACT_CONCEPT"": 22, ""ANGELS"": 1, ""BANU_ISRAEL"": 8, ""BELIEVERS"": 10, ""DISBELIEVERS"": 45, ""GOD"": 59, ""HUMANS_GENERIC"": 72, ""HYPOCRITES"": 5, ""NATURE_CREATION"": 8, ""OTHER"": 17, ""PEOPLE_OF_BOOK"": 4, ""PROPHET_MUHAMMAD"": 11, ""PROPHET_OTHER"": 30, ""SATAN"": 5, ""SPECIFIC_PERSON"": 11}"	legacy	32	False
أ خ ذ	PV:VIII	True	66	0	308	0.0	HUMANS_GENERIC	0.234	mixed	3.261	"{""ABSTRACT_CONCEPT"": 22, ""ANGELS"": 1, ""BANU_ISRAEL"": 8, ""BELIEVERS"": 10, ""DISBELIEVERS"": 45, ""GOD"": 59, ""HUMANS_GENERIC"": 72, ""HYPOCRITES"": 5, ""NATURE_CREATION"": 8, ""OTHER"": 17, ""PEOPLE_OF_BOOK"": 4, ""PROPHET_MUHAMMAD"": 11, ""PROPHET_OTHER"": 30, ""SATAN"": 5, ""SPECIFIC_PERSON"": 11}"	legacy	30	False
أ خ ذ	PV_PASS:I	True	1	0	308	0.0	HUMANS_GENERIC	0.234	mixed	3.261	"{""ABSTRACT_CONCEPT"": 22, ""ANGELS"": 1, ""BANU_ISRAEL"": 8, ""BELIEVERS"": 10, ""DISBELIEVERS"": 45, ""GOD"": 59, ""HUMANS_GENERIC"": 72, ""HYPOCRITES"": 5, ""NATURE_CREATION"": 8, ""OTHER"": 17, ""PEOPLE_OF_BOOK"": 4, ""PROPHET_MUHAMMAD"": 11, ""PROPHET_OTHER"": 30, ""SATAN"": 5, ""SPECIFIC_PERSON"": 11}"	legacy	1	True
أ خ ر	ADJ_COMP	True	95	0	67	0.0	HUMANS_GENERIC	0.403	mixed	2.592	"{""ABSTRACT_CONCEPT"": 7, ""BELIEVERS"": 2, ""DISBELIEVERS"": 6, ""GOD"": 7, ""HUMANS_GENERIC"": 27, ""NATURE_CREATION"": 3, ""OTHER"": 11, ""PROPHET_MUHAMMAD"": 1, ""SPECIFIC_PERSON"": 3}"	legacy	38	False
أ خ ر	ADJ_QUALIT	True	3	0	67	0.0	HUMANS_GENERIC	0.403	mixed	2.592	"{""ABSTRACT_CONCEPT"": 7, ""BELIEVERS"": 2, ""DISBELIEVERS"": 6, ""GOD"": 7, ""HUMANS_GENERIC"": 27, ""NATURE_CREATION"": 3, ""OTHER"": 11, ""PROPHET_MUHAMMAD"": 1, ""SPECIFIC_PERSON"": 3}"	legacy	2	True
أ خ ر	CV:II	True	1	0	67	0.0	HUMANS_GENERIC	0.403	mixed	2.592	"{""ABSTRACT_CONCEPT"": 7, ""BELIEVERS"": 2, ""DISBELIEVERS"": 6, ""GOD"": 7, ""HUMANS_GENERIC"": 27, ""NATURE_CREATION"": 3, ""OTHER"": 11, ""PROPHET_MUHAMMAD"": 1, ""SPECIFIC_PERSON"": 3}"	legacy	1	True
أ خ ر	IV:II	True	6	0	67	0.0	HUMANS_GENERIC	0.403	mixed	2.592	"{""ABSTRACT_CONCEPT"": 7, ""BELIEVERS"": 2, ""DISBELIEVERS"": 6, ""GOD"": 7, ""HUMANS_GENERIC"": 27, ""NATURE_CREATION"": 3, ""OTHER"": 11, ""PROPHET_MUHAMMAD"": 1, ""SPECIFIC_PERSON"": 3}"	legacy	6	False
أ خ ر	IV:V	True	1	0	67	0.0	HUMANS_GENERIC	0.403	mixed	2.592	"{""ABSTRACT_CONCEPT"": 7, ""BELIEVERS"": 2, ""DISBELIEVERS"": 6, ""GOD"": 7, ""HUMANS_GENERIC"": 27, ""NATURE_CREATION"": 3, ""OTHER"": 11, ""PROPHET_MUHAMMAD"": 1, ""SPECIFIC_PERSON"": 3}"	legacy	1	True
