qac_root_norm	qac_total_occurrences	matched_occurrences	mapping_status	dominant_frozen_root_norm	dominant_furuq_root_id	dominant_furuq_root_norm	dominant_furuq_source_root_norm	dominant_resolution	dominant_occurrences	targets	status_counts	sample_refs	sample_surfaces
م س خ	1	1	unique	م س خ	root_001421	م س خ	م س خ	source_root_norm	1	م س خ=>root_001421=>م س خ=>م س خ=>source_root_norm:1	same_word_same_root:1	36:67:5	مَسَخْنَٰهُمْ
م س د	1	1	unique	م س د	root_001422	م س د	م س د	source_root_norm	1	م س د=>root_001422=>م س د=>م س د=>source_root_norm:1	same_word_same_root:1	111:5:5	مَسَدٍۭ
م س س	61	49	unique	م س س	root_001423	م س س	م س س	source_root_norm	49	م س س=>root_001423=>م س س=>م س س=>source_root_norm:49	same_word_same_root:49	2:80:4|2:214:14|2:236:9|2:237:7|2:275:14|3:24:6|3:140:6|5:73:24	تَمَسَّنَا|مَسَّتْهُمُ|تَمَسُّوهُنَّ|ٱلْمَسِّ|مَسَّ|يَمَسَّنَّ|يَمَسُّهُمُ|تَمَسُّوهَا
م س ك	27	17	unique	م س ك	root_001424	م س ك	م س ك	source_root_norm	17	م س ك=>root_001424=>م س ك=>م س ك=>source_root_norm:17	same_word_same_root:17	2:229:4|2:256:21|5:4:23|17:100:10|22:65:18|31:22:12|33:37:12|35:2:10	إِمْسَاكٌۢ|ٱسْتَمْسَكَ|أَمْسَكْنَ|أَمْسَكْتُمْ|يُمْسِكُ|أَمْسِكْ|مُمْسِكَ|يُمْسِكْ
م س و	1	0	no_frozen_rooted_surface_match						0				
م ش ج	1	1	unique	م ش ج	root_001426	م ش ج	م ش ج	source_root_norm	1	م ش ج=>root_001426=>م ش ج=>م ش ج=>source_root_norm:1	same_word_same_root:1	76:2:6	أَمْشَاجٍ
م ش ي	23	23	unique	م ش ي	root_001427	م ش ي	م ش ي	source_root_norm	23	م ش ي=>root_001427=>م ش ي=>م ش ي=>source_root_norm:23	same_word_same_root:23	2:20:9|6:122:11|7:195:3|17:37:3|17:95:7|20:40:2|20:128:11|24:45:11	مَشَوْا۟|يَمْشِي|يَمْشُونَ|تَمْشِ|تَمْشِي|يَمْشِى|تَمْشِى|مَشْيِكَ
م ص ر	5	5	unique	م ص ر	root_001428	م ص ر	م ص ر	source_root_norm	5	م ص ر=>root_001428=>م ص ر=>م ص ر=>source_root_norm:5	same_word_same_root:5	2:61:40|10:87:12|12:21:6|12:99:12|43:51:12	مِصْرًا|مِصْرَ
م ض غ	3	2	unique	م ض غ	root_001429	م ض غ	م ض غ	source_root_norm	2	م ض غ=>root_001429=>م ض غ=>م ض غ=>source_root_norm:2	same_word_same_root:2	22:5:23|23:14:8	مُّضْغَةٍ|مُضْغَةً
م ض ي	5	4	unique	م ض ي	root_001430	م ض ي	م ض ي	source_root_norm	4	م ض ي=>root_001430=>م ض ي=>م ض ي=>source_root_norm:4	same_word_same_root:4	8:38:18|18:60:14|36:67:11|43:8:7	مَضَتْ|أَمْضِيَ|مُضِيًّۭا|مَضَىٰ
م ط ر	15	15	unique	م ط ر	root_001431	م ط ر	م ط ر	source_root_norm	15	م ط ر=>root_001431=>م ط ر=>م ط ر=>source_root_norm:15	same_word_same_root:15	4:102:69|7:84:2|7:84:4|8:32:13|11:82:9|15:74:6|25:40:8|25:40:9	مَطَرٍ|أَمْطَرْنَا|مَطَرًۭا|أَمْطِرْ|أُمْطِرَتْ|مَطَرَ|مَطَرًا|مَطَرُ
م ط و	1	1	unique	م ط و	root_001432	م ط و	م ط و	source_root_norm	1	م ط و=>root_001432=>م ط و=>م ط و=>source_root_norm:1	same_word_same_root:1	75:33:5	يَتَمَطَّىٰٓ
م ع ز	1	1	unique	م ع ز	root_001433	م ع ز	م ع ز	source_root_norm	1	م ع ز=>root_001433=>م ع ز=>م ع ز=>source_root_norm:1	same_word_same_root:1	6:143:8	ٱلْمَعْزِ
م ع ن	1	1	unique	ع و ن	root_001064	ع و ن	ع و ن	source_root_norm	1	ع و ن=>root_001064=>ع و ن=>ع و ن=>source_root_norm:1	same_word_root_diff:1	107:7:3	ٱلْمَاعُونَ
م ع ي	1	1	unique	م ع ي	root_001435	م ع ي	م ع ي	source_root_norm	1	م ع ي=>root_001435=>م ع ي=>م ع ي=>source_root_norm:1	same_word_same_root:1	47:15:53	أَمْعَاءَهُمْ
م ق ت	6	6	unique	م ق ت	root_001436	م ق ت	م ق ت	source_root_norm	6	م ق ت=>root_001436=>م ق ت=>م ق ت=>source_root_norm:6	same_word_same_root:6	4:22:17|35:39:21|40:10:6|40:10:10|40:35:11|61:3:2	مَقْتًا|مَقْتًۭا|مَقْتُ|مَقْتِكُمْ
م ك ث	7	7	unique	م ك ث	root_001437	م ك ث	م ك ث	source_root_norm	7	م ك ث=>root_001437=>م ك ث=>م ك ث=>source_root_norm:7	same_word_same_root:7	13:17:46|17:106:8|18:3:1|20:10:8|27:22:2|28:29:18|43:77:11	يَمْكُثُ|مُكْثٍۢ|مَّٰكِثِينَ|ٱمْكُثُوٓا۟|مَكَثَ|مَّٰكِثُونَ
م ك ر	43	41	unique	م ك ر	root_001438	م ك ر	م ك ر	source_root_norm	41	م ك ر=>root_001438=>م ك ر=>م ك ر=>source_root_norm:41	same_word_same_root:41	3:54:2|3:54:4|6:123:11|6:123:15|6:124:32|7:99:3|7:99:8|7:123:12	مَكَرُوا۟|مَكَرَ|يَمْكُرُوا۟|يَمْكُرُونَ|مَكْرَ|مَكْرٌۭ|مَّكَرْتُمُوهُ|يَمْكُرُ
م ك ن	18	8	unique	م ك ن	root_001439	م ك ن	م ك ن	source_root_norm	8	م ك ن=>root_001439=>م ك ن=>م ك ن=>source_root_norm:8	same_word_same_root:8	6:6:14|8:71:12|12:54:16|23:13:6|28:6:2|28:57:12|77:21:5|81:20:6	نُمَكِّنْ|أَمْكَنَ|مَكِينٌ|مَكِينٍ|نُمَكِّنَ|مَّكِينٍ|مَكِينٍۢ
م ك و	1	1	unique	م ك و	root_001440	م ك و	م ك و	source_root_norm	1	م ك و=>root_001440=>م ك و=>م ك و=>source_root_norm:1	same_word_same_root:1	8:35:8	مُكَآءً
م ل ء	40	29	unique	م ل ء	root_001441	م ل ء	م ل أ	root_norm_unique	29	م ل ء=>root_001441=>م ل ء=>م ل أ=>root_norm_unique:29	same_word_same_root:29	2:246:4|3:91:14|7:60:2|7:66:2|7:75:2|7:88:2|7:90:3|7:109:2	ٱلْمَلَإِ|مِلْءُ|ٱلْمَلَأُ|مَلَأَهُۥ|الْمَلَأُ|مَلَأٌ|مُلِئْتَ|ٱلْمَلَؤُا۟
م ل ح	2	2	unique	م ل ح	root_001442	م ل ح	م ل ح	source_root_norm	2	م ل ح=>root_001442=>م ل ح=>م ل ح=>source_root_norm:2	same_word_same_root:2	25:53:11|35:12:12	مِلْحٌ
م ل ق	2	1	unique	م ل ق	root_001443	م ل ق	م ل ق	source_root_norm	1	م ل ق=>root_001443=>م ل ق=>م ل ق=>source_root_norm:1	same_word_same_root:1	17:31:6	إِمْلَٰقٍۢ
م ل ك	206	123	unique	م ل ك	root_001444	م ل ك	م ل ك	source_root_norm	123	م ل ك=>root_001444=>م ل ك=>م ل ك=>source_root_norm:123	same_word_same_root:123	1:4:1|2:102:7|2:102:24|2:107:6|2:246:19|2:247:12|2:247:17|2:247:22	مَٰلِكِ|مُلْكِ|ٱلْمَلَكَيْنِ|مُلْكُ|مَلِكًا|ٱلْمُلْكُ|بِٱلْمُلْكِ|مُلْكَهُ
م ل ل	18	12	unique	م ل ل	root_001445	م ل ل	م ل ل	source_root_norm	12	م ل ل=>root_001445=>م ل ل=>م ل ل=>source_root_norm:12	same_word_same_root:12	2:130:5|2:135:10|2:282:36|2:282:63|2:282:67|3:95:6|4:125:15|6:161:10	مِّلَّةِ|مِلَّةَ|يُمْلِلِ|يُمِلَّ|يُمْلِلْ|مِّلَّةَ
م ل و	10	10	split	م ل و	root_001446	م ل و	م ل و	source_root_norm	5	م ل و=>root_001446=>م ل و=>م ل و=>source_root_norm:5|م ل ي=>root_001447=>م ل ي=>م ل ي=>source_root_norm:5	same_word_root_diff:5|same_word_same_root:5	3:178:7|3:178:14|7:183:2|19:46:16|68:45:2|13:32:10|22:44:8|22:48:6	نُمْلِي|أُمْلِي|مَلِيَّاً|أُمْلِى|أَمْلَيْتُ|تُمْلَىٰ|أَمْلَىٰ
م ن ع	17	16	unique	م ن ع	root_001448	م ن ع	م ن ع	source_root_norm	16	م ن ع=>root_001448=>م ن ع=>م ن ع=>source_root_norm:16	same_word_same_root:16	2:114:5|4:141:27|7:12:3|9:54:3|12:63:9|17:59:3|17:94:3|18:55:3	مَّنَعَ|نَمْنَعْكُمْ|مَنَعَكَ|مَنَعَهُمْ|مُنِعَ|مَنَعَنَآ|مَنَعَ|تَمْنَعُهُمْ
م ن ن	27	22	unique	م ن ن	root_001449	م ن ن	م ن ن	source_root_norm	22	م ن ن=>root_001449=>م ن ن=>م ن ن=>source_root_norm:22	same_word_same_root:22	2:57:8|2:264:9|3:164:3|6:53:11|7:160:37|12:90:13|14:11:13|20:37:4	ٱلْمَنَّ|ٱلْمَنِّ|مَنَّ|يَمُنُّ|مَنَنَّا|تَمُنُّهَا|نَّمُنَّ|مَنَنَّا
م ن ي	21	14	unique	م ن ي	root_001450	م ن ي	م ن ي	source_root_norm	14	م ن ي=>root_001450=>م ن ي=>م ن ي=>source_root_norm:14	same_word_same_root:14	2:78:8|2:94:14|2:111:13|3:143:5|4:123:3|4:123:6|22:52:13|28:82:4	أَمَانِىَّ|تَمَنَّوُا۟|أَمَانِيُّهُمْ|تَمَنَّوْنَ|أَمَانِيِّكُمْ|أَمَانِيِّ|تَمَنَّى|تَمَنَّوْا۟
م ه د	16	14	unique	م ه د	root_001451	م ه د	م ه د	source_root_norm	14	م ه د=>root_001451=>م ه د=>م ه د=>source_root_norm:14	same_word_same_root:14	2:206:17|3:12:12|3:46:5|3:197:8|5:110:22|7:41:5|13:18:36|19:29:10	ٱلْمِهَادُ|ٱلْمَهْدِ|مِهَادٌ|مَهْدًۭا|مَهَّدتُّ|تَمْهِيدًۭا|مِهَٰدًۭا
م ه ل	6	6	unique	م ه ل	root_001452	م ه ل	م ه ل	source_root_norm	6	م ه ل=>root_001452=>م ه ل=>م ه ل=>source_root_norm:6	same_word_same_root:6	18:29:34|44:45:2|70:8:5|73:11:8|86:17:2|86:17:4	ٱلْمُهْلِ|مَهِّلْهُمْ|مَهِّلِ|أَمْهِلْهُمْ
م ه ن	4	4	unique	م ه ن	root_001453	م ه ن	م ه ن	source_root_norm	4	م ه ن=>root_001453=>م ه ن=>م ه ن=>source_root_norm:4	same_word_same_root:4	32:8:8|43:52:8|68:10:6|77:20:5	مَهِينٍ|مَهِينٌ|مَّهِينٍۢ
م و ت	165	143	unique	م و ت	root_001454	م و ت	م و ت	source_root_norm	143	م و ت=>root_001454=>م و ت=>م و ت=>source_root_norm:143	same_word_same_root:143	2:19:19|2:28:7|2:28:11|2:56:5|2:73:10|2:94:15|2:133:7|2:154:10	ٱلْمَوْتِ|أَمْوَٰتًۭا|يُمِيتُكُمْ|مَوْتِكُمْ|ٱلْمَوْتَىٰ|ٱلْمَوْتَ|الْمَوْتُ|أَمْوَٰتٌۢ
م و ج	7	7	unique	م و ج	root_001455	م و ج	م و ج	source_root_norm	7	م و ج=>root_001455=>م و ج=>م و ج=>source_root_norm:7	same_word_same_root:7	10:22:28|11:42:7|11:43:21|18:99:5|24:40:8|24:40:11|31:32:4	ٱلْمَوْجُ|مَوْجٍ|الْمَوْجُ|يَمُوجُ|مَوْجٌ|مَّوْجٌۭ
م و ر	3	3	unique	م و ر	root_001456	م و ر	م و ر	source_root_norm	3	م و ر=>root_001456=>م و ر=>م و ر=>source_root_norm:3	same_word_same_root:3	52:9:2|52:9:4|67:16:13	تَمُورُ|مَوْرًۭا
م و ل	86	32	unique	م و ل	root_001457	م و ل	م و ل	source_root_norm	32	م و ل=>root_001457=>م و ل=>م و ل=>source_root_norm:32	same_word_same_root:32	2:177:28|2:188:17|2:247:29|2:264:15|4:10:4|4:161:10|6:152:4|10:88:12	ٱلْمَالَ|أَمْوَٰلِ|ٱلْمَالِ|مَالَهُۥ|أَمْوَٰلَ|مَالَ|أَمْوَٰلًا|مَالًا
م و ه	63	63	unique	م و ه	root_001458	م و ه	م و ه	source_root_norm	63	م و ه=>root_001458=>م و ه=>م و ه=>source_root_norm:63	same_word_same_root:63	2:22:13|2:74:30|2:164:29|4:43:42|5:6:49|6:99:7|7:50:11|7:57:22	مَآءًۭ|ٱلْمَاءُ|مَّآءٍۢ|مَاءً|ٱلْمَآءِ|ٱلْمَآءَ|مَآءً|مَآءٍ
م ي د	5	5	unique	م ي د	root_001459	م ي د	م ي د	source_root_norm	5	م ي د=>root_001459=>م ي د=>م ي د=>source_root_norm:5	same_word_same_root:5	5:112:14|5:114:9|16:15:7|21:31:7|31:10:13	مَآئِدَةًۭ|تَمِيدَ
م ي ر	1	1	unique	م ي ر	root_001460	م ي ر	م ي ر	source_root_norm	1	م ي ر=>root_001460=>م ي ر=>م ي ر=>source_root_norm:1	same_word_same_root:1	12:65:19	نَمِيرُ
م ي ز	4	3	unique	م ي ز	root_001461	م ي ز	م ي ز	source_root_norm	3	م ي ز=>root_001461=>م ي ز=>م ي ز=>source_root_norm:3	same_word_same_root:3	3:179:12|8:37:2|67:8:2	يَمِيزَ|تَمَيَّزُ
م ي ل	6	5	unique	م ي ل	root_001462	م ي ل	م ي ل	source_root_norm	5	م ي ل=>root_001462=>م ي ل=>م ي ل=>source_root_norm:5	same_word_same_root:5	4:27:13|4:27:14|4:102:57|4:129:13|4:129:15	تَمِيلُوا۟|مَيْلًا|مَيْلَةً|تَمِيلُوا|ٱلْمَيْلِ
ن ء ي	3	3	unique	ن ء ي	root_001463	ن ء ي	ن أ ي	root_norm_unique	3	ن ء ي=>root_001463=>ن ء ي=>ن أ ي=>root_norm_unique:3	same_word_same_root:3	6:26:6|17:83:8|41:51:8	يَنْـَٔوْنَ|نَـَٔا|نَـَٔا
ن ب ء	160	118	unique	ن ب ء	root_001464	ن ب ء	ن ب أ	root_norm_unique	118	ن ب ء=>root_001464=>ن ب ء=>ن ب أ=>root_norm_unique:118	same_word_same_root:118	2:33:4|2:33:9|2:61:68|2:91:32|2:136:31|2:177:25|2:213:8|2:246:14	أَنۢبِئْهُم|أَنۢبَأَهُم|ٱلنَّبِيِّۦنَ|أَنۢبِيَآءَ|ٱلنَّبِيُّونَ|نَبِيٍّ|نَبِيُّهُمْ|أَؤُنَبِّئُكُمْ
ن ب ت	26	24	unique	ن ب ت	root_001465	ن ب ت	ن ب ت	source_root_norm	24	ن ب ت=>root_001465=>ن ب ت=>ن ب ت=>source_root_norm:24	same_word_same_root:24	2:61:18|2:261:11|3:37:9|6:99:11|7:58:5|10:24:13|15:19:9|16:11:1	تُنْبِتُ|أَنۢبَتَتْ|نَبَاتًا|نَبَاتَ|نَبَاتُهُۥ|نَبَاتُ|أَنۢبَتْنَا|يُنۢبِتُ
ن ب ذ	12	12	unique	ن ب ذ	root_001466	ن ب ذ	ن ب ذ	source_root_norm	12	ن ب ذ=>root_001466=>ن ب ذ=>ن ب ذ=>source_root_norm:12	same_word_same_root:12	2:100:5|2:101:11|3:187:17|8:58:8|19:16:7|19:22:4|20:96:15|28:40:6	نَّبَذَهُۥ|نَبَذَ|نَبَذُوهُ|انْبِذْ|ٱنتَبَذَتْ|نَبَذْتُهَا|نَبَذْنَٰهُمْ|نَبَذْنَٰهُ
ن ب ز	1	0	no_frozen_rooted_surface_match						0				
ن ب ط	1	0	no_frozen_rooted_surface_match						0				
ن ب ع	2	2	unique	ن ب ع	root_001469	ن ب ع	ن ب ع	source_root_norm	2	ن ب ع=>root_001469=>ن ب ع=>ن ب ع=>source_root_norm:2	same_word_same_root:2	17:90:11|39:21:11	يَنۢبُوعًا|يَنَٰبِيعَ
ن ت ق	1	1	unique	ن ت ق	root_001471	ن ت ق	ن ت ق	source_root_norm	1	ن ت ق=>root_001471=>ن ت ق=>ن ت ق=>source_root_norm:1	same_word_same_root:1	7:171:3	نَتَقْنَا
ن ث ر	3	3	unique	ن ث ر	root_001472	ن ث ر	ن ث ر	source_root_norm	3	ن ث ر=>root_001472=>ن ث ر=>ن ث ر=>source_root_norm:3	same_word_same_root:3	25:23:11|76:19:10|82:2:4	مَنْثُورًا|مَّنثُورًۭا|ٱنتَثَرَتْ
ن ج د	1	0	no_frozen_rooted_surface_match						0				
ن ج س	1	1	unique	ن ج س	root_001474	ن ج س	ن ج س	source_root_norm	1	ن ج س=>root_001474=>ن ج س=>ن ج س=>source_root_norm:1	same_word_same_root:1	9:28:7	نَجَسٌۭ
ن ج م	13	13	unique	ن ج م	root_001475	ن ج م	ن ج م	source_root_norm	13	ن ج م=>root_001475=>ن ج م=>ن ج م=>source_root_norm:13	same_word_same_root:13	6:97:6|7:54:26|16:12:12|16:16:5|22:18:19|37:88:5|52:49:8|53:1:2	النُّجُومَ|ٱلنُّجُومَ|ٱلنُّجُومُ|ٱلنَّجْمِ|ٱلنُّجُومِ|ٱلنُّجُومِ|ٱلنَّجْمُ|ٱلنُّجُومُ
ن ج و	84	60	unique	ن ج و	root_001476	ن ج و	ن ج و	source_root_norm	60	ن ج و=>root_001476=>ن ج و=>ن ج و=>source_root_norm:60	same_word_same_root:60	2:49:3|2:50:8|6:63:3|6:64:3|7:64:4|7:72:2|7:83:2|7:141:3	نَجَّيْنَٰكُم|أَنجَيْنَٰكُمْ|يُنَجِّيكُمْ|أَنجَيْنَٰهُ|أَنجَيْنَٰكُم|أَنجَيْنَا|أَنْجَيْتَنَا|نَجَّيْنَٰهُ
ن ح ب	1	1	unique	ن ح ب	root_001477	ن ح ب	ن ح ب	source_root_norm	1	ن ح ب=>root_001477=>ن ح ب=>ن ح ب=>source_root_norm:1	same_word_same_root:1	33:23:13	نَحْبَهُۥ
ن ح ت	4	0	no_frozen_rooted_surface_match						0				
ن ح ر	1	1	unique	ن ح ر	root_001479	ن ح ر	ن ح ر	source_root_norm	1	ن ح ر=>root_001479=>ن ح ر=>ن ح ر=>source_root_norm:1	same_word_same_root:1	108:2:5	ٱنْحَرْ
ن ح س	3	3	unique	ن ح س	root_001480	ن ح س	ن ح س	source_root_norm	3	ن ح س=>root_001480=>ن ح س=>ن ح س=>source_root_norm:3	same_word_same_root:3	41:16:8|54:19:8|55:35:7	نَّحِسَاتٍۢ|نَحْسٍ|نُحَاسٌ
ن ح ل	2	2	unique	ن ح ل	root_001481	ن ح ل	ن ح ل	source_root_norm	2	ن ح ل=>root_001481=>ن ح ل=>ن ح ل=>source_root_norm:2	same_word_same_root:2	4:4:5|16:68:5	نِحْلَةًۭ|ٱلنَّحْلِ
ن خ ر	1	1	unique	ن خ ر	root_001482	ن خ ر	ن خ ر	source_root_norm	1	ن خ ر=>root_001482=>ن خ ر=>ن خ ر=>source_root_norm:1	same_word_same_root:1	79:11:4	نَّخِرَةًۭ
ن خ ل	20	18	unique	ن خ ل	root_001483	ن خ ل	ن خ ل	source_root_norm	18	ن خ ل=>root_001483=>ن خ ل=>ن خ ل=>source_root_norm:18	same_word_same_root:18	2:266:8|6:99:24|6:141:11|13:4:13|16:11:8|16:67:4|17:91:6|18:32:16	نَّخِيلٍۢ|ٱلنَّخْلِ|ٱلنَّخْلَ|نَخِيلٌۭ|ٱلنَّخِيلَ|النَّخِيلِ|نَّخِيلٍۢ|نَخْلٍ
ن د د	6	6	unique	ن د د	root_001484	ن د د	ن د د	source_root_norm	6	ن د د=>root_001484=>ن د د=>ن د د=>source_root_norm:6	same_word_same_root:6	2:22:26|2:165:9|14:30:5|34:33:22|39:8:26|41:9:14	أَندَادًۭا|أَندَادًا
ن د م	7	4	unique	ن د م	root_001485	ن د م	ن د م	source_root_norm	4	ن د م=>root_001485=>ن د م=>ن د م=>source_root_norm:4	same_word_same_root:4	5:52:31|23:40:6|26:157:5|49:6:22	نَٰدِمِينَ
ن د و	53	44	split	ن د ي	root_001487	ن د ي	ن د ي	source_root_norm	33	ن د ي=>root_001487=>ن د ي=>ن د ي=>source_root_norm:33|ن د و=>root_001486=>ن د و=>ن د و=>source_root_norm:10|ن و د=>root_001563=>ن و د=>ن و د=>source_root_norm:1	same_word_root_diff:34|same_word_same_root:10	2:171:16|3:193:4|3:193:5|5:58:3|7:44:2|7:48:2|7:50:2|11:42:11	نِدَآءً|مُنَادِيًا|يُنَادِي|نَادَيْتُمْ|نَادَىٰٓ|نَادَى|نَادَىٰ|نَادَيْنَاهُ
ن ذ ر	130	113	unique	ن ذ ر	root_001488	ن ذ ر	ن ذ ر	source_root_norm	113	ن ذ ر=>root_001488=>ن ذ ر=>ن ذ ر=>source_root_norm:113	same_word_same_root:113	2:6:6|2:119:7|2:213:11|2:270:7|2:270:9|3:35:7|4:165:4|5:19:21	ءَأَنذَرْتَهُمْ|نَذِيرًۭا|مُنذِرِينَ|نَذَرْتُم|نَذْرٍ|نَذَرْتُ|نَذِيرٍ|نَذِيرٌ
ن ز ع	20	10	unique	ن ز ع	root_001489	ن ز ع	ن ز ع	source_root_norm	10	ن ز ع=>root_001489=>ن ز ع=>ن ز ع=>source_root_norm:10	same_word_same_root:10	3:26:10|7:27:13|7:43:2|7:108:2|15:47:2|19:69:3|26:33:2|28:75:2	تَنزِعُ|يَنزِعُ|نَزَعْنَا|نَزَعَ|نَنزِعَنَّ|نَزَّاعَةً
ن ز غ	6	6	unique	ن ز غ	root_001490	ن ز غ	ن ز غ	source_root_norm	6	ن ز غ=>root_001490=>ن ز غ=>ن ز غ=>source_root_norm:6	same_word_same_root:6	7:200:3|7:200:6|12:100:40|17:53:11|41:36:3|41:36:6	يَنْزَغَنَّكَ|نَزْغٌۭ|نَزَغَ|يَنزَغُ|يَنزَغَنَّكَ
ن ز ف	2	0	no_frozen_rooted_surface_match						0				
ن ز ل	293	290	unique	ن ز ل	root_001492	ن ز ل	ن ز ل	source_root_norm	290	ن ز ل=>root_001492=>ن ز ل=>ن ز ل=>source_root_norm:290	same_word_same_root:290	2:4:6|2:4:10|2:22:10|2:23:7|2:41:5|2:57:6|2:59:12|2:90:9	أُنزِلَ|أَنزَلَ|نَزَّلْنَا|أَنزَلْتُ|أَنزَلْنَا|يُنَزِّلَ|نَزَّلَ|يُنَزَّلَ
ن س ء	2	1	unique	ن س ء	root_001493	ن س ء	ن س أ	root_norm_unique	1	ن س ء=>root_001493=>ن س ء=>ن س أ=>root_norm_unique:1	same_word_same_root:1	9:37:2	ٱلنَّسِىٓءُ
ن س ب	3	3	unique	ن س ب	root_001494	ن س ب	ن س ب	source_root_norm	3	ن س ب=>root_001494=>ن س ب=>ن س ب=>source_root_norm:3	same_word_same_root:3	23:101:8|25:54:10|37:158:7	أَنسَابَ|نَسَبًۭا
ن س خ	4	3	unique	ن س خ	root_001495	ن س خ	ن س خ	source_root_norm	3	ن س خ=>root_001495=>ن س خ=>ن س خ=>source_root_norm:3	same_word_same_root:3	2:106:2|22:52:19|45:29:9	نَنسَخْ|يَنْسَخُ|نَسْتَنسِخُ
ن س ر	1	1	unique	ن س ر	root_001496	ن س ر	ن س ر	source_root_norm	1	ن س ر=>root_001496=>ن س ر=>ن س ر=>source_root_norm:1	same_word_same_root:1	71:23:19	نَسْرًۭا
ن س ف	5	5	unique	ن س ف	root_001497	ن س ف	ن س ف	source_root_norm	5	ن س ف=>root_001497=>ن س ف=>ن س ف=>source_root_norm:5	same_word_same_root:5	20:97:31|20:97:34|20:105:7|20:105:9|77:10:4	نَنسِفَنَّهُۥ|نَسْفًا|يَنسِفُهَا|نَسْفًۭا|نُسِفَتْ
ن س ك	7	5	unique	ن س ك	root_001498	ن س ك	ن س ك	source_root_norm	5	ن س ك=>root_001498=>ن س ك=>ن س ك=>source_root_norm:5	same_word_same_root:5	2:128:14|2:196:41|6:162:5|22:34:6|22:67:5	مَنَاسِكَنَا|نُسُكٍ|نُسُكِي|مَنسَكًا
ن س ل	4	2	unique	ن س ل	root_001499	ن س ل	ن س ل	source_root_norm	2	ن س ل=>root_001499=>ن س ل=>ن س ل=>source_root_norm:2	same_word_same_root:2	2:205:14|32:8:3	ٱلنَّسْلَ|نَسْلَهُۥ
ن س و	59	58	unique	ن س و	root_001500	ن س و	ن س و	source_root_norm	58	ن س و=>root_001500=>ن س و=>ن س و=>source_root_norm:58	same_word_same_root:58	2:49:14|2:187:7|2:222:10|2:223:1|2:226:5|2:231:4|2:232:4|2:235:10	نِسَآءَكُمْ|نِسَآئِكُمْ|ٱلنِّسَآءَ|نِسَآؤُكُمْ|نِسَائِهِمْ|ٱلنِّسَآءِ|النِّسَاءَ|نِسَآءِ
ن س ي	45	34	unique	ن س ي	root_001501	ن س ي	ن س ي	source_root_norm	34	ن س ي=>root_001501=>ن س ي=>ن س ي=>source_root_norm:34	same_word_same_root:34	2:286:19|5:13:16|5:14:10|6:44:3|7:51:16|7:53:10|7:165:3|9:67:16	نَّسِينَآ|نَسُوا۟|نَسُوا|نَسُوهُ|نَسِيَهُمْ|نَسِيتَ|نَسِيَ|نَسِيَا
ن ش ء	28	22	unique	ن ش ء	root_001502	ن ش ء	ن ش أ	root_norm_unique	22	ن ش ء=>root_001502=>ن ش ء=>ن ش أ=>root_norm_unique:22	same_word_same_root:22	6:6:32|6:98:4|6:133:17|6:141:4|11:61:17|13:12:9|21:11:9|23:14:18	أَنشَأْنَا|أَنشَأَكُم|أَنْشَأَكُمْ|أَنشَأَ|يُنشِئُ|أَنشَأْنَٰهُ|أَنشَأَهَآ|يُنَشَّؤُا۟
