left	right	score	edge_jaccard	branch_jaccard	root_jaccard	ayah_jaccard	branch_containment	edge_containment	edge_type
P20814	P23520	0.398415	0.263281	0.486513	0.496597	0.6	0.666667	0.5	mutual_knn
P11102	P7948	0.398413	0.216575	0.428807	0.63372	0.875	0.666667	0.4	mutual_knn
P23020	P24191	0.398411	0.249697	0.491906	0.472133	0.666667	0.666667	0.5	mutual_knn
P35752	P42344	0.398411	0.280841	0.500615	0.468169	0.5	0.666667	0.5	mutual_knn
P24798	P34314	0.398409	0.253284	0.484698	0.481198	0.666667	0.666667	0.5	mutual_knn
P10331	P6354	0.398404	0.332655	0.392507	0.557763	0.555556	0.666667	0.6	containment
P13072	P18417	0.398403	0.290468	0.415788	0.38833	0.833333	0.75	0.666667	mutual_knn
P26511	P41392	0.398401	0.272959	0.485138	0.557713	0.5	0.666667	0.5	containment
P26732	P32199	0.398401	0.265199	0.490998	0.472116	0.6	0.666667	0.5	mutual_knn
P29101	P35881	0.3984	0.236649	0.446177	0.468578	0.888889	0.666667	0.5	mutual_knn
P16758	P17473	0.398399	0.339816	0.425557	0.465372	0.5	0.6	0.5	mutual_knn
P14633	P14707	0.398396	0.31794	0.440114	0.474374	0.538462	0.6	0.5	mutual_knn
P23528	P23629	0.398395	0.227071	0.437564	0.430662	1.0	0.666667	0.5	mutual_knn
P19944	P30022	0.398394	0.25156	0.402621	0.74275	0.7	0.666667	0.5	containment
P35453	P36044	0.398394	0.259309	0.501157	0.562996	0.5	0.666667	0.5	containment
P25964	P28806	0.398392	0.296901	0.499619	0.524204	0.375	0.666667	0.5	mutual_knn
P16884	P17714	0.39839	0.335234	0.447433	0.409328	0.5	0.6	0.5	mutual_knn
P29763	P42834	0.39839	0.294622	0.515101	0.521911	0.333333	0.666667	0.5	mutual_knn
P37920	P39706	0.398388	0.265834	0.471987	0.564242	0.571429	0.666667	0.5	containment
P28795	P41120	0.398385	0.274411	0.515718	0.499549	0.444444	0.666667	0.5	mutual_knn
P30983	P32008	0.398385	0.262868	0.483818	0.507581	0.6	0.666667	0.5	mutual_knn
P21514	P38989	0.398381	0.248183	0.37982	0.662612	0.875	0.666667	0.5	containment
P16088	P16286	0.39838	0.335774	0.423573	0.434757	0.555556	0.6	0.5	mutual_knn
P13140	P17414	0.398379	0.349129	0.436614	0.440114	0.444444	0.6	0.5	mutual_knn
P11659	P9664	0.398376	0.347736	0.444858	0.433377	0.428571	0.75	0.666667	mutual_knn
P1016	P11092	0.398375	0.29603	0.383112	0.674354	0.636364	0.666667	0.6	containment
P12950	P15637	0.398374	0.262912	0.357433	0.549617	1.0	0.6	0.5	mutual_knn
P12274	P19183	0.398372	0.348241	0.408974	0.385224	0.6	0.75	0.666667	mutual_knn
P19795	P32537	0.398372	0.239295	0.406236	0.735064	0.75	0.666667	0.5	containment
P17853	P23210	0.398371	0.220458	0.392038	0.744517	0.875	0.666667	0.5	containment
P32844	P37506	0.398371	0.267752	0.489812	0.464484	0.6	0.666667	0.5	mutual_knn
P35980	P37111	0.398369	0.267289	0.491708	0.459908	0.6	0.666667	0.5	mutual_knn
P15738	P20532	0.398367	0.148995	0.483781	0.801775	0.818182	0.75	0.333333	mutual_knn
P20552	P39640	0.398365	0.246617	0.381442	0.738827	0.8	0.666667	0.5	containment
P17999	P35377	0.398363	0.220982	0.399738	0.756796	0.833333	0.666667	0.5	containment
P23110	P24351	0.398363	0.26288	0.523872	0.538542	0.428571	0.666667	0.5	mutual_knn
P37098	P40730	0.398363	0.265116	0.49239	0.567238	0.5	0.666667	0.5	containment
P12919	P19684	0.398362	0.32856	0.429059	0.431968	0.571429	0.75	0.666667	mutual_knn
P36044	P38782	0.398361	0.265604	0.492969	0.562996	0.5	0.666667	0.5	containment
P21404	P25475	0.39836	0.265253	0.505855	0.519467	0.5	0.666667	0.5	mutual_knn
P12861	P17751	0.398357	0.166492	0.502941	0.474065	1.0	0.75	0.333333	mutual_knn
P24974	P29484	0.398352	0.255566	0.485035	0.552512	0.583333	0.666667	0.5	containment
P20122	P32006	0.398347	0.223408	0.435533	0.787099	0.666667	0.666667	0.5	mutual_knn
P30213	P33699	0.398346	0.27745	0.502563	0.475965	0.5	0.666667	0.5	mutual_knn
P23275	P23478	0.398345	0.225601	0.472453	0.481321	0.833333	0.666667	0.5	mutual_knn
P22235	P45170	0.398344	0.2305	0.389348	0.708471	0.875	0.666667	0.5	containment
P15649	P15772	0.398342	0.286686	0.420966	0.442176	0.777778	0.6	0.5	mutual_knn
P0116	P5969	0.39834	0.214765	0.403559	0.604506	1.0	0.833333	0.6	containment
P29038	P37290	0.398339	0.302721	0.534986	0.582034	0.166667	0.666667	0.5	mutual_knn
P30958	P39119	0.398335	0.274431	0.489094	0.436577	0.6	0.666667	0.5	mutual_knn
P28205	P29744	0.398331	0.268978	0.490923	0.454672	0.6	0.666667	0.5	mutual_knn
P14989	P17380	0.39833	0.346893	0.432808	0.463003	0.444444	0.6	0.5	mutual_knn
P16759	P43984	0.398327	0.26416	0.396778	0.780829	0.625	0.666667	0.5	containment
P41082	P41908	0.398327	0.33164	0.498161	0.525107	0.222222	0.666667	0.5	mutual_knn
P36421	P39075	0.398325	0.269568	0.480639	0.487953	0.6	0.666667	0.5	mutual_knn
P45042	P45149	0.398324	0.301941	0.50233	0.533013	0.333333	0.666667	0.5	mutual_knn
P22421	P22580	0.398321	0.264823	0.490809	0.473672	0.6	0.666667	0.5	mutual_knn
P16676	P18769	0.398319	0.303683	0.447697	0.478252	0.571429	0.6	0.5	mutual_knn
P19929	P33097	0.398317	0.23687	0.381988	0.746971	0.833333	0.666667	0.5	containment
P19465	P35650	0.398315	0.234912	0.403402	0.714133	0.8	0.666667	0.5	mutual_knn
P23835	P30652	0.398313	0.263257	0.507884	0.520877	0.5	0.666667	0.5	mutual_knn
P26938	P28539	0.398312	0.256057	0.493493	0.50364	0.6	0.666667	0.5	mutual_knn
P33178	P44610	0.398309	0.344463	0.499577	0.541632	0.142857	0.666667	0.5	mutual_knn
P17737	P42287	0.398308	0.252547	0.380961	0.713262	0.8	0.666667	0.5	containment
P44510	P45050	0.398307	0.268621	0.483713	0.481273	0.6	0.666667	0.5	mutual_knn
P24786	P25978	0.398306	0.247355	0.463943	0.49616	0.75	0.666667	0.5	mutual_knn
P25143	P31166	0.398306	0.263766	0.487964	0.488235	0.6	0.666667	0.5	mutual_knn
P39230	P44626	0.398305	0.304897	0.523777	0.492077	0.285714	0.666667	0.5	mutual_knn
P30573	P35993	0.398304	0.259253	0.482979	0.52598	0.6	0.666667	0.5	mutual_knn
P39498	P41049	0.398304	0.294113	0.514601	0.525102	0.333333	0.666667	0.5	mutual_knn
P22859	P26938	0.398302	0.253973	0.500432	0.488628	0.6	0.666667	0.5	mutual_knn
P13195	P17067	0.398298	0.305749	0.432499	0.42669	0.666667	0.6	0.5	mutual_knn
P13543	P16486	0.398298	0.286199	0.407721	0.393064	0.875	0.6	0.5	mutual_knn
P16901	P17736	0.398295	0.301174	0.436933	0.431732	0.666667	0.6	0.5	mutual_knn
P23959	P24518	0.398293	0.249877	0.505814	0.488133	0.6	0.666667	0.5	mutual_knn
P42344	P44117	0.398293	0.27803	0.499396	0.483914	0.5	0.666667	0.5	mutual_knn
P32358	P44295	0.398292	0.286126	0.489686	0.481448	0.5	0.666667	0.5	mutual_knn
P19218	P29294	0.398291	0.222913	0.384973	0.723304	0.909091	0.666667	0.5	containment
P36418	P40482	0.398287	0.308131	0.501573	0.507443	0.333333	0.666667	0.5	mutual_knn
P17692	P39342	0.398285	0.238223	0.398453	0.738485	0.777778	0.666667	0.5	containment
P24778	P30065	0.398281	0.282073	0.527852	0.566001	0.3	0.666667	0.5	mutual_knn
P30279	P31363	0.398281	0.235206	0.460604	0.478941	0.833333	0.666667	0.5	mutual_knn
P33584	P39064	0.398281	0.273242	0.484794	0.556441	0.5	0.666667	0.5	containment
P16796	P3159	0.39828	0.234394	0.387071	0.739943	0.833333	0.666667	0.5	containment
P19363	P33100	0.39828	0.213568	0.388164	0.788171	0.875	0.666667	0.5	containment
P25487	P27923	0.398279	0.259714	0.513378	0.51726	0.5	0.666667	0.5	mutual_knn
P24765	P31632	0.398277	0.263845	0.490855	0.477476	0.6	0.666667	0.5	mutual_knn
P26401	P30978	0.398273	0.255963	0.476189	0.449943	0.714286	0.666667	0.5	mutual_knn
P27494	P31308	0.398271	0.260069	0.491044	0.493739	0.6	0.666667	0.5	mutual_knn
P24480	P38052	0.39827	0.313545	0.492694	0.561603	0.285714	0.666667	0.5	containment
P29230	P32832	0.398269	0.278605	0.507845	0.522934	0.428571	0.666667	0.5	mutual_knn
P14076	P16030	0.398268	0.351009	0.452584	0.48577	0.333333	0.6	0.5	mutual_knn
P17565	P18979	0.398268	0.332676	0.440014	0.445588	0.5	0.6	0.5	mutual_knn
P10329	P10666	0.398267	0.328497	0.395868	0.535565	0.583333	0.571429	0.5	mutual_knn
P16610	P8586	0.398267	0.233703	0.49874	0.518748	0.666667	0.8	0.5	mutual_knn
P25543	P26232	0.398267	0.262516	0.490429	0.484841	0.6	0.666667	0.5	mutual_knn
P32830	P37254	0.398264	0.279261	0.520924	0.569394	0.333333	0.666667	0.5	mutual_knn
P35084	P37653	0.398263	0.27803	0.480119	0.551084	0.5	0.666667	0.5	containment
P39770	P41414	0.398261	0.259479	0.490816	0.497096	0.6	0.666667	0.5	mutual_knn
P1076	P20986	0.39826	0.27757	0.487802	0.581788	0.444444	0.666667	0.5	containment
P22438	P22539	0.398255	0.27749	0.506633	0.532056	0.428571	0.666667	0.5	mutual_knn
P26044	P27902	0.398254	0.247419	0.530152	0.513627	0.5	0.666667	0.5	mutual_knn
P11668	P19099	0.398253	0.318643	0.4068	0.410546	0.714286	0.75	0.666667	mutual_knn
P36846	P41897	0.398249	0.264507	0.472391	0.472174	0.666667	0.666667	0.5	mutual_knn
P8131	P8568	0.398247	0.333202	0.394874	0.386721	0.714286	0.571429	0.5	mutual_knn
P18064	P32986	0.398246	0.212092	0.369076	0.736281	1.0	0.666667	0.5	containment
P31229	P35493	0.398245	0.317949	0.507561	0.553	0.222222	0.666667	0.5	containment
P13670	P23325	0.398244	0.203115	0.39	0.703421	1.0	0.666667	0.5	containment
P23810	P24165	0.398241	0.247951	0.481799	0.466046	0.714286	0.666667	0.5	mutual_knn
P39456	P39570	0.398239	0.30802	0.496822	0.571715	0.285714	0.666667	0.5	containment
P21714	P31900	0.398238	0.299174	0.547929	0.536525	0.181818	0.666667	0.5	mutual_knn
P12967	P13228	0.398236	0.242602	0.501019	0.500719	0.636364	0.666667	0.4	mutual_knn
P17656	P8367	0.398236	0.284047	0.35305	0.579583	0.888889	0.75	0.666667	containment
P11127	P3234	0.398235	0.247947	0.44544	0.593262	0.714286	0.833333	0.6	mutual_knn
P11740	P13785	0.398235	0.281818	0.406362	0.391907	0.9	0.6	0.5	mutual_knn
P0480	P10552	0.398234	0.269615	0.455666	0.644834	0.529412	0.833333	0.6	containment
P29528	P32058	0.398233	0.268938	0.515146	0.569101	0.4	0.666667	0.5	mutual_knn
P38883	P38986	0.398233	0.276916	0.501647	0.480442	0.5	0.666667	0.5	mutual_knn
P17045	P25999	0.398232	0.27584	0.384197	0.729687	0.666667	0.666667	0.5	containment
P22666	P22745	0.398231	0.226993	0.473679	0.469627	0.833333	0.666667	0.5	mutual_knn
P20992	P31067	0.398229	0.2067	0.375285	0.738646	1.0	0.666667	0.5	containment
P0205	P8168	0.398228	0.267068	0.327743	0.633375	1.0	0.666667	0.6	containment
P23754	P24191	0.398228	0.251735	0.485421	0.483831	0.666667	0.666667	0.5	mutual_knn
P20221	P37279	0.398225	0.239674	0.388348	0.644499	0.9	0.666667	0.5	containment
P20420	P27231	0.398225	0.215464	0.377444	0.768533	0.923077	0.666667	0.5	containment
P37627	P40615	0.398225	0.290523	0.517742	0.529465	0.333333	0.666667	0.5	mutual_knn
P33413	P38162	0.398223	0.279261	0.503353	0.519377	0.444444	0.666667	0.5	mutual_knn
P13331	P14218	0.398222	0.291988	0.416533	0.364261	0.846154	0.6	0.5	mutual_knn
P12151	P20995	0.398221	0.317671	0.395946	0.366881	0.8	0.75	0.666667	mutual_knn
P32199	P37879	0.39822	0.261483	0.489487	0.492315	0.6	0.666667	0.5	mutual_knn
P19507	P33374	0.398216	0.21151	0.369279	0.737883	1.0	0.666667	0.5	containment
P12316	P12419	0.398215	0.289631	0.421972	0.401901	0.8	0.6	0.5	mutual_knn
P5389	P6311	0.398215	0.266255	0.345094	0.576169	1.0	0.666667	0.6	containment
P13384	P9188	0.398214	0.327587	0.391317	0.592935	0.545455	0.666667	0.6	mutual_knn
P26752	P26975	0.398214	0.248494	0.486591	0.494175	0.666667	0.666667	0.5	mutual_knn
P36931	P41569	0.398214	0.263193	0.491785	0.476525	0.6	0.666667	0.5	mutual_knn
P17814	P40687	0.398213	0.294566	0.408048	0.37127	0.857143	0.666667	0.5	mutual_knn
P20264	P6664	0.398209	0.233672	0.39444	0.750026	0.8	0.666667	0.5	containment
P12469	P5537	0.398208	0.315801	0.38395	0.550482	0.666667	0.666667	0.6	containment
P21551	P31534	0.398207	0.240406	0.380912	0.767052	0.8	0.666667	0.5	containment
P23792	P28725	0.398202	0.281305	0.504003	0.452134	0.5	0.666667	0.5	mutual_knn
P25593	P26686	0.398199	0.251864	0.482261	0.494022	0.666667	0.666667	0.5	mutual_knn
P16515	P17143	0.398198	0.331098	0.431815	0.435229	0.545455	0.6	0.5	mutual_knn
P24157	P25558	0.398196	0.257125	0.508622	0.544724	0.5	0.666667	0.5	mutual_knn
P23431	P34083	0.398195	0.291938	0.486928	0.563982	0.4	0.666667	0.5	containment
P28267	P30107	0.398194	0.272533	0.48817	0.446945	0.6	0.666667	0.5	mutual_knn
P12861	P7546	0.398192	0.250768	0.393084	0.477675	1.0	0.6	0.5	mutual_knn
P13407	P15387	0.398192	0.298752	0.442457	0.452566	0.636364	0.6	0.5	mutual_knn
P30617	P31084	0.398191	0.265166	0.513513	0.562796	0.428571	0.666667	0.5	containment
P23071	P24951	0.39819	0.256022	0.502989	0.469341	0.6	0.666667	0.5	mutual_knn
P11724	P19775	0.398188	0.310095	0.424336	0.464909	0.636364	0.75	0.666667	mutual_knn
P33171	P37009	0.398188	0.258044	0.461081	0.456896	0.75	0.666667	0.5	mutual_knn
P38060	P42219	0.398187	0.311787	0.49924	0.498157	0.333333	0.666667	0.5	mutual_knn
P13294	P14254	0.398185	0.336129	0.408908	0.401728	0.636364	0.6	0.5	mutual_knn
P29753	P30255	0.398184	0.278122	0.493539	0.574335	0.428571	0.666667	0.5	containment
P1609	P21971	0.398182	0.221813	0.381815	0.772306	0.875	0.666667	0.5	containment
P12542	P17162	0.39818	0.304776	0.40595	0.58948	0.6	0.6	0.5	mutual_knn
P33591	P35236	0.39818	0.266015	0.522262	0.556813	0.4	0.666667	0.5	containment
P36663	P42758	0.398179	0.295041	0.517146	0.510761	0.333333	0.666667	0.5	mutual_knn
P13661	P5602	0.398177	0.272119	0.340697	0.56479	1.0	0.666667	0.6	containment
P22489	P38002	0.398177	0.284081	0.396233	0.745166	0.571429	0.666667	0.5	mutual_knn
P14328	P26083	0.398174	0.295083	0.50566	0.550721	0.333333	0.666667	0.5	containment
P12872	P14827	0.398171	0.331113	0.418907	0.425526	0.6	0.6	0.5	mutual_knn
P24561	P41176	0.398169	0.280761	0.506413	0.570823	0.375	0.666667	0.5	mutual_knn
P12728	P13380	0.398167	0.299849	0.419309	0.38699	0.777778	0.6	0.5	mutual_knn
P44893	P45275	0.398167	0.307867	0.487067	0.462961	0.428571	0.666667	0.5	mutual_knn
P20279	P36298	0.398166	0.226802	0.399234	0.730397	0.833333	0.666667	0.5	containment
P24712	P25594	0.398166	0.260651	0.493239	0.482393	0.6	0.666667	0.5	mutual_knn
P40514	P41783	0.398166	0.278861	0.476949	0.557463	0.5	0.666667	0.5	containment
P30842	P42299	0.398164	0.26021	0.478873	0.534641	0.6	0.666667	0.5	mutual_knn
P13654	P1850	0.398163	0.209441	0.418224	0.575361	1.0	0.8	0.5	containment
P11111	P25070	0.398162	0.322763	0.528796	0.578405	0.1	0.666667	0.5	containment
P16521	P27367	0.398157	0.30396	0.362779	0.34402	1.0	0.666667	0.5	mutual_knn
P17880	P5104	0.398157	0.240491	0.55367	0.552423	0.409091	1.0	0.666667	containment
P21473	P32791	0.398156	0.213741	0.408745	0.755786	0.833333	0.666667	0.5	containment
P26860	P27252	0.398156	0.263512	0.490265	0.479828	0.6	0.666667	0.5	mutual_knn
P31766	P37653	0.398155	0.279805	0.485652	0.568105	0.454545	0.666667	0.5	containment
P36410	P38371	0.398154	0.267498	0.487539	0.471418	0.6	0.666667	0.5	mutual_knn
P22989	P9237	0.398153	0.217748	0.362892	0.731542	1.0	0.666667	0.5	containment
P26869	P32438	0.398152	0.269076	0.491232	0.451361	0.6	0.666667	0.5	mutual_knn
P10680	P20987	0.398151	0.212418	0.41085	0.75432	0.833333	0.666667	0.5	containment
P23967	P31019	0.398146	0.262706	0.501873	0.542721	0.5	0.666667	0.5	mutual_knn
P24571	P25240	0.398146	0.273997	0.506535	0.547032	0.428571	0.666667	0.5	mutual_knn
P23469	P26401	0.398145	0.257436	0.468839	0.467765	0.714286	0.666667	0.5	mutual_knn
P1076	P23869	0.398144	0.274899	0.496315	0.562847	0.444444	0.666667	0.5	containment
P25775	P37810	0.398144	0.282816	0.503699	0.570823	0.375	0.666667	0.5	containment
P22655	P25862	0.398143	0.271129	0.522608	0.487777	0.444444	0.666667	0.5	mutual_knn
P18151	P35841	0.398142	0.274538	0.481719	0.559983	0.5	0.666667	0.5	containment
P26772	P30280	0.39814	0.258407	0.488985	0.507125	0.6	0.666667	0.5	mutual_knn
P28764	P32478	0.398138	0.317984	0.522134	0.556323	0.166667	0.666667	0.5	containment
P15189	P15556	0.398137	0.350011	0.426651	0.413041	0.5	0.6	0.5	mutual_knn
P16330	P21219	0.398136	0.202467	0.391042	0.701608	1.0	0.666667	0.5	containment
P44071	P44910	0.398134	0.279118	0.497523	0.483972	0.5	0.666667	0.5	mutual_knn
P16133	P16950	0.398129	0.321684	0.421721	0.391018	0.666667	0.6	0.5	mutual_knn
P18791	P6382	0.398129	0.208422	0.409809	0.609056	1.0	0.8	0.5	containment
P19375	P37140	0.398129	0.21569	0.392275	0.762729	0.875	0.666667	0.5	mutual_knn
P29092	P31266	0.398129	0.28147	0.524803	0.544528	0.333333	0.666667	0.5	mutual_knn
P18374	P30069	0.398127	0.217359	0.398605	0.71915	0.888889	0.666667	0.5	containment
P11121	P9463	0.398126	0.313394	0.349194	0.348812	1.0	0.6	0.5	mutual_knn
P20279	P29542	0.398124	0.225782	0.400425	0.730397	0.833333	0.666667	0.5	containment
P13313	P28064	0.398123	0.236422	0.395828	0.698594	0.833333	0.666667	0.5	containment
P3109	P5969	0.398123	0.265632	0.320147	0.665369	1.0	0.666667	0.6	containment
P26511	P31945	0.398122	0.272959	0.500517	0.572529	0.428571	0.666667	0.5	containment
P13281	P18371	0.39812	0.325321	0.436499	0.433949	0.555556	0.75	0.666667	mutual_knn
P19001	P21477	0.39812	0.174008	0.342332	1.0	1.0	0.5	0.333333	mutual_knn
P19597	P25269	0.398118	0.22762	0.404028	0.724605	0.818182	0.666667	0.5	containment
P28333	P33268	0.398117	0.273922	0.518108	0.560144	0.375	0.666667	0.5	mutual_knn
P39495	P41811	0.398115	0.287383	0.520983	0.531155	0.333333	0.666667	0.5	mutual_knn
P14094	P17403	0.398113	0.130135	0.484906	0.78168	0.916667	0.75	0.333333	mutual_knn
P16036	P16524	0.398113	0.359134	0.451828	0.450302	0.333333	0.6	0.5	mutual_knn
P22199	P43368	0.398113	0.263045	0.376286	0.813756	0.666667	0.666667	0.5	mutual_knn
P28746	P29570	0.398113	0.291624	0.508995	0.554001	0.333333	0.666667	0.5	containment
P14566	P14805	0.398111	0.350042	0.437027	0.409659	0.466667	0.6	0.5	mutual_knn
P31229	P37915	0.398107	0.320596	0.502462	0.579772	0.2	0.666667	0.5	containment
P23575	P23597	0.398106	0.245511	0.48137	0.524798	0.666667	0.666667	0.5	mutual_knn
P32430	P32753	0.398105	0.286743	0.52242	0.576529	0.285714	0.666667	0.5	mutual_knn
P31125	P35757	0.398104	0.286544	0.51845	0.543686	0.333333	0.666667	0.5	mutual_knn
P37540	P39570	0.398104	0.306855	0.505615	0.580544	0.25	0.666667	0.5	containment
P25238	P25323	0.398102	0.24333	0.494416	0.555579	0.6	0.666667	0.5	mutual_knn
P31684	P35089	0.398102	0.270609	0.489975	0.448369	0.6	0.666667	0.5	mutual_knn
P21417	P36686	0.398101	0.221743	0.375159	0.670113	1.0	0.666667	0.5	containment
P42254	P43477	0.398101	0.271659	0.481523	0.473206	0.6	0.666667	0.5	mutual_knn
P25402	P26913	0.3981	0.291469	0.511988	0.544096	0.333333	0.666667	0.5	mutual_knn
P20045	P22617	0.398099	0.231866	0.446816	0.457074	0.916667	0.666667	0.5	mutual_knn
P20615	P9435	0.398098	0.345022	0.446254	0.491488	0.375	0.75	0.666667	mutual_knn
P42637	P44541	0.398098	0.300961	0.516147	0.570137	0.25	0.666667	0.5	containment
P30565	P40745	0.398097	0.295233	0.491486	0.557219	0.375	0.666667	0.5	containment
P23037	P32728	0.398091	0.271258	0.491005	0.441736	0.6	0.666667	0.5	mutual_knn
P13594	P15878	0.398089	0.306645	0.445537	0.426225	0.615385	0.6	0.5	mutual_knn
P14695	P15966	0.398088	0.309027	0.427982	0.37804	0.714286	0.6	0.5	mutual_knn
P24022	P24389	0.398088	0.255004	0.49753	0.49201	0.6	0.666667	0.5	mutual_knn
P38842	P39069	0.398088	0.269568	0.489404	0.454909	0.6	0.666667	0.5	mutual_knn
P25833	P30845	0.398084	0.264119	0.484768	0.495619	0.6	0.666667	0.5	mutual_knn
P20146	P21371	0.398082	0.175815	0.339901	1.0	1.0	0.5	0.333333	mutual_knn
P30298	P35565	0.398082	0.314115	0.486783	0.530232	0.333333	0.666667	0.5	mutual_knn
P29157	P30995	0.398081	0.253805	0.49456	0.562276	0.545455	0.666667	0.5	containment
P23361	P42585	0.39808	0.312055	0.491438	0.570807	0.285714	0.666667	0.5	containment
P22203	P23647	0.398079	0.2533	0.483027	0.483676	0.666667	0.666667	0.5	mutual_knn
P23575	P23770	0.398079	0.243572	0.483785	0.524798	0.666667	0.666667	0.5	mutual_knn
P25888	P26938	0.398078	0.256057	0.495197	0.495333	0.6	0.666667	0.5	mutual_knn
P17865	P18381	0.398077	0.32273	0.460692	0.516062	0.4	0.6	0.5	mutual_knn
P23288	P23534	0.398076	0.254333	0.488083	0.461306	0.666667	0.666667	0.5	mutual_knn
P25650	P26860	0.398076	0.265229	0.510992	0.498754	0.5	0.666667	0.5	mutual_knn
P30121	P43261	0.398073	0.262516	0.496498	0.561665	0.5	0.666667	0.5	containment
P42719	P45081	0.398072	0.279118	0.48464	0.528455	0.5	0.666667	0.5	mutual_knn
P16419	P23364	0.398069	0.209403	0.403328	0.751728	0.875	0.666667	0.5	containment
P16492	P38175	0.398067	0.232965	0.381006	0.689711	0.909091	0.666667	0.5	containment
P26748	P29250	0.398067	0.261711	0.487332	0.430646	0.666667	0.666667	0.5	mutual_knn
P21808	P5806	0.398065	0.231986	0.400845	0.700417	0.833333	0.666667	0.5	containment
P18326	P35576	0.398064	0.240981	0.415912	0.773868	0.666667	0.666667	0.5	mutual_knn
P29185	P36113	0.398059	0.294408	0.530168	0.585881	0.214286	0.666667	0.5	mutual_knn
P23882	P24939	0.398058	0.269076	0.492066	0.447507	0.6	0.666667	0.5	mutual_knn
P26391	P35961	0.398058	0.282306	0.506515	0.562404	0.375	0.666667	0.5	containment
P14648	P18239	0.398056	0.336825	0.407399	0.423559	0.615385	0.75	0.666667	mutual_knn
P17697	P20885	0.398056	0.193568	0.37937	0.781708	1.0	0.666667	0.5	containment
P11070	P17994	0.398055	0.333175	0.418328	0.401733	0.615385	0.75	0.666667	mutual_knn
P22886	P25520	0.398054	0.238399	0.489432	0.480447	0.714286	0.666667	0.5	mutual_knn
P23082	P24959	0.398054	0.246875	0.494693	0.538174	0.6	0.666667	0.5	mutual_knn
P19673	P25589	0.398053	0.20825	0.404729	0.769706	0.857143	0.666667	0.5	mutual_knn
P30234	P31315	0.398053	0.259552	0.49888	0.466468	0.6	0.666667	0.5	mutual_knn
P19652	P25624	0.398051	0.225268	0.394853	0.784815	0.8	0.666667	0.5	containment
P36685	P42203	0.398051	0.305837	0.519208	0.537016	0.25	0.666667	0.5	mutual_knn
P11455	P18880	0.39805	0.366703	0.429251	0.45296	0.375	0.75	0.666667	mutual_knn
P30803	P40035	0.398049	0.307867	0.497579	0.520229	0.333333	0.666667	0.5	mutual_knn
P35576	P43300	0.398049	0.284518	0.51108	0.578048	0.333333	0.666667	0.5	containment
P35980	P44348	0.398048	0.270033	0.48355	0.472913	0.6	0.666667	0.5	mutual_knn
P26762	P34314	0.398047	0.251237	0.484473	0.487583	0.666667	0.666667	0.5	mutual_knn
P28701	P30534	0.39804	0.247682	0.481596	0.513583	0.666667	0.666667	0.5	mutual_knn
P36983	P39853	0.398038	0.276359	0.481511	0.451476	0.6	0.666667	0.5	mutual_knn
P30755	P34404	0.398037	0.284816	0.509009	0.58383	0.333333	0.666667	0.5	mutual_knn
P21071	P26114	0.398036	0.302351	0.406188	0.398118	0.8	0.666667	0.5	mutual_knn
P25236	P32152	0.398033	0.256643	0.480491	0.543711	0.6	0.666667	0.5	mutual_knn
P14326	P16494	0.39803	0.296046	0.407264	0.376515	0.846154	0.6	0.5	mutual_knn
P14692	P17021	0.39803	0.288453	0.370957	0.383909	1.0	0.6	0.5	mutual_knn
P19507	P32795	0.398028	0.21151	0.368744	0.737883	1.0	0.666667	0.5	containment
P35648	P38561	0.398028	0.292595	0.485397	0.464718	0.5	0.666667	0.5	mutual_knn
P22619	P22697	0.398027	0.254686	0.488442	0.499634	0.625	0.666667	0.5	mutual_knn
P26026	P29681	0.398026	0.257369	0.493894	0.493468	0.6	0.666667	0.5	mutual_knn
P30245	P44847	0.398022	0.312632	0.504256	0.586261	0.222222	0.666667	0.5	containment
P17306	P33335	0.398021	0.205396	0.371829	0.754523	1.0	0.666667	0.5	containment
P19655	P23443	0.398021	0.313939	0.396876	0.345084	0.833333	0.666667	0.5	mutual_knn
P23309	P25121	0.398017	0.261894	0.529661	0.493295	0.454545	0.666667	0.5	mutual_knn
P23297	P24970	0.398016	0.241431	0.472767	0.48904	0.75	0.666667	0.5	mutual_knn
P34560	P36485	0.398016	0.265604	0.513092	0.544679	0.444444	0.666667	0.5	mutual_knn
P21003	P27957	0.398015	0.195433	0.381326	0.766067	1.0	0.666667	0.5	mutual_knn
P34503	P40039	0.398014	0.274431	0.48428	0.550218	0.5	0.666667	0.5	mutual_knn
P6303	P8671	0.398014	0.323429	0.394594	0.572208	0.571429	0.666667	0.6	containment
P23630	P34106	0.398012	0.309406	0.504952	0.570467	0.25	0.666667	0.5	containment
P26515	P29282	0.398011	0.246262	0.458051	0.435426	0.833333	0.666667	0.5	mutual_knn
P27945	P6531	0.398009	0.239684	0.394324	0.688045	0.833333	0.666667	0.5	containment
P17594	P34850	0.398007	0.226047	0.372389	0.7595	0.9	0.666667	0.5	containment
P23370	P23672	0.398004	0.255093	0.487068	0.460718	0.666667	0.666667	0.5	mutual_knn
P23792	P24427	0.398002	0.279093	0.495909	0.38842	0.6	0.666667	0.5	mutual_knn
P36863	P38369	0.397998	0.275737	0.465901	0.508512	0.6	0.666667	0.5	mutual_knn
P13401	P13697	0.397997	0.367327	0.413324	0.418828	0.461538	0.6	0.5	mutual_knn
P40618	P43516	0.397996	0.307247	0.524878	0.560275	0.2	0.666667	0.5	mutual_knn
